#    L    TT             EE             BB             TE          
  1551   0.387696E+03   0.774728E+01   0.395719E-01  -0.169490E+02
  1552   0.386927E+03   0.770949E+01   0.395379E-01  -0.166308E+02
  1553   0.386132E+03   0.767429E+01   0.395036E-01  -0.163131E+02
  1554   0.385310E+03   0.764162E+01   0.394690E-01  -0.159962E+02
  1555   0.384462E+03   0.761133E+01   0.394342E-01  -0.156801E+02
  1556   0.383589E+03   0.758350E+01   0.393991E-01  -0.153651E+02
  1557   0.382692E+03   0.755807E+01   0.393638E-01  -0.150513E+02
  1558   0.381773E+03   0.753488E+01   0.393281E-01  -0.147389E+02
  1559   0.380831E+03   0.751402E+01   0.392922E-01  -0.144280E+02
  1560   0.379867E+03   0.749534E+01   0.392560E-01  -0.141188E+02
  1561   0.378882E+03   0.747885E+01   0.392196E-01  -0.138115E+02
  1562   0.377877E+03   0.746449E+01   0.391829E-01  -0.135062E+02
  1563   0.376852E+03   0.745226E+01   0.391459E-01  -0.132030E+02
  1564   0.375809E+03   0.744209E+01   0.391086E-01  -0.129022E+02
  1565   0.374747E+03   0.743392E+01   0.390711E-01  -0.126037E+02
  1566   0.373667E+03   0.742767E+01   0.390333E-01  -0.123079E+02
  1567   0.372570E+03   0.742343E+01   0.389953E-01  -0.120149E+02
  1568   0.371457E+03   0.742106E+01   0.389570E-01  -0.117247E+02
  1569   0.370328E+03   0.742049E+01   0.389184E-01  -0.114376E+02
  1570   0.369183E+03   0.742181E+01   0.388795E-01  -0.111537E+02
  1571   0.368024E+03   0.742480E+01   0.388404E-01  -0.108731E+02
  1572   0.366849E+03   0.742961E+01   0.388011E-01  -0.105960E+02
  1573   0.365661E+03   0.743611E+01   0.387615E-01  -0.103224E+02
  1574   0.364460E+03   0.744424E+01   0.387216E-01  -0.100526E+02
  1575   0.363246E+03   0.745407E+01   0.386815E-01  -0.978663E+01
  1576   0.362019E+03   0.746554E+01   0.386412E-01  -0.952455E+01
  1577   0.360781E+03   0.747859E+01   0.386006E-01  -0.926652E+01
  1578   0.359531E+03   0.749330E+01   0.385597E-01  -0.901263E+01
  1579   0.358271E+03   0.750952E+01   0.385186E-01  -0.876301E+01
  1580   0.357000E+03   0.752729E+01   0.384773E-01  -0.851778E+01
  1581   0.355718E+03   0.754659E+01   0.384358E-01  -0.827708E+01
  1582   0.354428E+03   0.756745E+01   0.383940E-01  -0.804103E+01
  1583   0.353127E+03   0.758972E+01   0.383520E-01  -0.780976E+01
  1584   0.351817E+03   0.761349E+01   0.383097E-01  -0.758340E+01
  1585   0.350497E+03   0.763863E+01   0.382672E-01  -0.736207E+01
  1586   0.349170E+03   0.766521E+01   0.382245E-01  -0.714594E+01
  1587   0.347833E+03   0.769318E+01   0.381816E-01  -0.693508E+01
  1588   0.346488E+03   0.772247E+01   0.381385E-01  -0.672964E+01
  1589   0.345135E+03   0.775317E+01   0.380952E-01  -0.652973E+01
  1590   0.343773E+03   0.778522E+01   0.380516E-01  -0.633546E+01
  1591   0.342404E+03   0.781863E+01   0.380079E-01  -0.614697E+01
  1592   0.341028E+03   0.785333E+01   0.379639E-01  -0.596435E+01
  1593   0.339643E+03   0.788935E+01   0.379198E-01  -0.578776E+01
  1594   0.338252E+03   0.792668E+01   0.378754E-01  -0.561728E+01
  1595   0.336853E+03   0.796527E+01   0.378309E-01  -0.545306E+01
  1596   0.335447E+03   0.800522E+01   0.377861E-01  -0.529519E+01
  1597   0.334034E+03   0.804644E+01   0.377412E-01  -0.514382E+01
  1598   0.332615E+03   0.808897E+01   0.376961E-01  -0.499904E+01
  1599   0.331187E+03   0.813281E+01   0.376508E-01  -0.486099E+01
  1600   0.329754E+03   0.817789E+01   0.376054E-01  -0.472979E+01
  1601   0.328313E+03   0.822431E+01   0.375597E-01  -0.460554E+01
  1602   0.326866E+03   0.827192E+01   0.375139E-01  -0.448818E+01
  1603   0.325414E+03   0.832060E+01   0.374680E-01  -0.437762E+01
  1604   0.323957E+03   0.837044E+01   0.374219E-01  -0.427377E+01
  1605   0.322496E+03   0.842121E+01   0.373756E-01  -0.417657E+01
  1606   0.321031E+03   0.847293E+01   0.373292E-01  -0.408590E+01
  1607   0.319565E+03   0.852548E+01   0.372826E-01  -0.400162E+01
  1608   0.318096E+03   0.857877E+01   0.372359E-01  -0.392377E+01
  1609   0.316626E+03   0.863276E+01   0.371891E-01  -0.385211E+01
  1610   0.315155E+03   0.868746E+01   0.371421E-01  -0.378667E+01
  1611   0.313685E+03   0.874287E+01   0.370950E-01  -0.372721E+01
  1612   0.312216E+03   0.879879E+01   0.370478E-01  -0.367376E+01
  1613   0.310748E+03   0.885523E+01   0.370005E-01  -0.362615E+01
  1614   0.309282E+03   0.891221E+01   0.369530E-01  -0.358428E+01
  1615   0.307820E+03   0.896965E+01   0.369055E-01  -0.354812E+01
  1616   0.306360E+03   0.902743E+01   0.368578E-01  -0.351765E+01
  1617   0.304905E+03   0.908549E+01   0.368101E-01  -0.349268E+01
  1618   0.303454E+03   0.914383E+01   0.367623E-01  -0.347321E+01
  1619   0.302007E+03   0.920233E+01   0.367144E-01  -0.345919E+01
  1620   0.300566E+03   0.926106E+01   0.366664E-01  -0.345047E+01
  1621   0.299131E+03   0.931974E+01   0.366184E-01  -0.344717E+01
  1622   0.297703E+03   0.937855E+01   0.365703E-01  -0.344904E+01
  1623   0.296282E+03   0.943733E+01   0.365222E-01  -0.345614E+01
  1624   0.294868E+03   0.949603E+01   0.364740E-01  -0.346830E+01
  1625   0.293461E+03   0.955466E+01   0.364257E-01  -0.348557E+01
  1626   0.292064E+03   0.961323E+01   0.363774E-01  -0.350786E+01
  1627   0.290675E+03   0.967154E+01   0.363291E-01  -0.353508E+01
  1628   0.289296E+03   0.972967E+01   0.362808E-01  -0.356714E+01
  1629   0.287927E+03   0.978756E+01   0.362324E-01  -0.360417E+01
  1630   0.286567E+03   0.984507E+01   0.361841E-01  -0.364593E+01
  1631   0.285219E+03   0.990229E+01   0.361357E-01  -0.369256E+01
  1632   0.283881E+03   0.995908E+01   0.360873E-01  -0.374389E+01
  1633   0.282554E+03   0.100155E+02   0.360390E-01  -0.379999E+01
  1634   0.281240E+03   0.100714E+02   0.359906E-01  -0.386076E+01
  1635   0.279937E+03   0.101267E+02   0.359423E-01  -0.392627E+01
  1636   0.278647E+03   0.101814E+02   0.358940E-01  -0.399637E+01
  1637   0.277370E+03   0.102357E+02   0.358457E-01  -0.407117E+01
  1638   0.276106E+03   0.102892E+02   0.357974E-01  -0.415054E+01
  1639   0.274856E+03   0.103421E+02   0.357492E-01  -0.423453E+01
  1640   0.273619E+03   0.103944E+02   0.357011E-01  -0.432320E+01
  1641   0.272397E+03   0.104459E+02   0.356530E-01  -0.441641E+01
  1642   0.271189E+03   0.104968E+02   0.356049E-01  -0.451422E+01
  1643   0.269997E+03   0.105469E+02   0.355569E-01  -0.461669E+01
  1644   0.268820E+03   0.105962E+02   0.355090E-01  -0.472374E+01
  1645   0.267658E+03   0.106447E+02   0.354612E-01  -0.483537E+01
  1646   0.266512E+03   0.106923E+02   0.354134E-01  -0.495173E+01
  1647   0.265382E+03   0.107391E+02   0.353657E-01  -0.507272E+01
  1648   0.264269E+03   0.107849E+02   0.353182E-01  -0.519835E+01
  1649   0.263172E+03   0.108297E+02   0.352707E-01  -0.532869E+01
  1650   0.262092E+03   0.108735E+02   0.352232E-01  -0.546373E+01
  1651   0.261029E+03   0.109164E+02   0.351759E-01  -0.560351E+01
  1652   0.259984E+03   0.109583E+02   0.351287E-01  -0.574787E+01
  1653   0.258956E+03   0.109991E+02   0.350817E-01  -0.589655E+01
  1654   0.257945E+03   0.110388E+02   0.350347E-01  -0.604930E+01
  1655   0.256952E+03   0.110774E+02   0.349878E-01  -0.620599E+01
  1656   0.255974E+03   0.111150E+02   0.349411E-01  -0.636644E+01
  1657   0.255015E+03   0.111516E+02   0.348944E-01  -0.653032E+01
  1658   0.254073E+03   0.111869E+02   0.348480E-01  -0.669751E+01
  1659   0.253148E+03   0.112211E+02   0.348016E-01  -0.686782E+01
  1660   0.252239E+03   0.112543E+02   0.347554E-01  -0.704108E+01
  1661   0.251348E+03   0.112863E+02   0.347093E-01  -0.721709E+01
  1662   0.250473E+03   0.113171E+02   0.346633E-01  -0.739559E+01
  1663   0.249616E+03   0.113467E+02   0.346175E-01  -0.757655E+01
  1664   0.248775E+03   0.113752E+02   0.345719E-01  -0.775972E+01
  1665   0.247951E+03   0.114025E+02   0.345264E-01  -0.794482E+01
  1666   0.247144E+03   0.114285E+02   0.344810E-01  -0.813183E+01
  1667   0.246354E+03   0.114534E+02   0.344358E-01  -0.832056E+01
  1668   0.245580E+03   0.114770E+02   0.343908E-01  -0.851075E+01
  1669   0.244823E+03   0.114993E+02   0.343459E-01  -0.870230E+01
  1670   0.244082E+03   0.115203E+02   0.343012E-01  -0.889501E+01
  1671   0.243358E+03   0.115400E+02   0.342566E-01  -0.908879E+01
  1672   0.242651E+03   0.115585E+02   0.342123E-01  -0.928344E+01
  1673   0.241959E+03   0.115757E+02   0.341681E-01  -0.947894E+01
  1674   0.241285E+03   0.115915E+02   0.341240E-01  -0.967503E+01
  1675   0.240627E+03   0.116061E+02   0.340802E-01  -0.987167E+01
  1676   0.239985E+03   0.116194E+02   0.340365E-01  -0.100688E+02
  1677   0.239360E+03   0.116315E+02   0.339930E-01  -0.102661E+02
  1678   0.238752E+03   0.116421E+02   0.339497E-01  -0.104636E+02
  1679   0.238160E+03   0.116515E+02   0.339066E-01  -0.106611E+02
  1680   0.237585E+03   0.116596E+02   0.338637E-01  -0.108585E+02
  1681   0.237026E+03   0.116662E+02   0.338210E-01  -0.110558E+02
  1682   0.236484E+03   0.116716E+02   0.337785E-01  -0.112527E+02
  1683   0.235957E+03   0.116755E+02   0.337361E-01  -0.114491E+02
  1684   0.235448E+03   0.116780E+02   0.336940E-01  -0.116450E+02
  1685   0.234955E+03   0.116791E+02   0.336521E-01  -0.118403E+02
  1686   0.234478E+03   0.116788E+02   0.336104E-01  -0.120347E+02
  1687   0.234018E+03   0.116770E+02   0.335688E-01  -0.122284E+02
  1688   0.233575E+03   0.116738E+02   0.335275E-01  -0.124212E+02
  1689   0.233149E+03   0.116690E+02   0.334864E-01  -0.126129E+02
  1690   0.232739E+03   0.116629E+02   0.334456E-01  -0.128036E+02
  1691   0.232346E+03   0.116552E+02   0.334049E-01  -0.129930E+02
  1692   0.231970E+03   0.116461E+02   0.333645E-01  -0.131812E+02
  1693   0.231610E+03   0.116353E+02   0.333242E-01  -0.133681E+02
  1694   0.231268E+03   0.116231E+02   0.332842E-01  -0.135535E+02
  1695   0.230942E+03   0.116094E+02   0.332444E-01  -0.137374E+02
  1696   0.230634E+03   0.115939E+02   0.332048E-01  -0.139197E+02
  1697   0.230343E+03   0.115769E+02   0.331655E-01  -0.141004E+02
  1698   0.230068E+03   0.115583E+02   0.331264E-01  -0.142793E+02
  1699   0.229811E+03   0.115380E+02   0.330875E-01  -0.144565E+02
  1700   0.229571E+03   0.115161E+02   0.330488E-01  -0.146319E+02
  1701   0.229349E+03   0.114925E+02   0.330103E-01  -0.148053E+02
  1702   0.229144E+03   0.114673E+02   0.329721E-01  -0.149768E+02
  1703   0.228956E+03   0.114406E+02   0.329341E-01  -0.151463E+02
  1704   0.228784E+03   0.114123E+02   0.328963E-01  -0.153136E+02
  1705   0.228627E+03   0.113825E+02   0.328587E-01  -0.154788E+02
  1706   0.228485E+03   0.113513E+02   0.328214E-01  -0.156417E+02
  1707   0.228358E+03   0.113187E+02   0.327843E-01  -0.158022E+02
  1708   0.228243E+03   0.112847E+02   0.327474E-01  -0.159602E+02
  1709   0.228144E+03   0.112493E+02   0.327107E-01  -0.161157E+02
  1710   0.228056E+03   0.112128E+02   0.326743E-01  -0.162685E+02
  1711   0.227980E+03   0.111749E+02   0.326380E-01  -0.164185E+02
  1712   0.227916E+03   0.111357E+02   0.326020E-01  -0.165658E+02
  1713   0.227863E+03   0.110953E+02   0.325662E-01  -0.167102E+02
  1714   0.227821E+03   0.110538E+02   0.325306E-01  -0.168515E+02
  1715   0.227790E+03   0.110112E+02   0.324953E-01  -0.169899E+02
  1716   0.227768E+03   0.109674E+02   0.324601E-01  -0.171252E+02
  1717   0.227756E+03   0.109227E+02   0.324251E-01  -0.172573E+02
  1718   0.227752E+03   0.108768E+02   0.323904E-01  -0.173862E+02
  1719   0.227757E+03   0.108299E+02   0.323558E-01  -0.175117E+02
  1720   0.227770E+03   0.107821E+02   0.323215E-01  -0.176340E+02
  1721   0.227791E+03   0.107333E+02   0.322873E-01  -0.177528E+02
  1722   0.227820E+03   0.106836E+02   0.322533E-01  -0.178681E+02
  1723   0.227854E+03   0.106331E+02   0.322195E-01  -0.179800E+02
  1724   0.227897E+03   0.105817E+02   0.321860E-01  -0.180883E+02
  1725   0.227945E+03   0.105294E+02   0.321526E-01  -0.181929E+02
  1726   0.227998E+03   0.104764E+02   0.321193E-01  -0.182938E+02
  1727   0.228058E+03   0.104226E+02   0.320863E-01  -0.183910E+02
  1728   0.228123E+03   0.103679E+02   0.320534E-01  -0.184844E+02
  1729   0.228192E+03   0.103126E+02   0.320208E-01  -0.185740E+02
  1730   0.228266E+03   0.102566E+02   0.319882E-01  -0.186595E+02
  1731   0.228343E+03   0.101999E+02   0.319559E-01  -0.187411E+02
  1732   0.228425E+03   0.101424E+02   0.319237E-01  -0.188187E+02
  1733   0.228510E+03   0.100844E+02   0.318917E-01  -0.188921E+02
  1734   0.228598E+03   0.100257E+02   0.318598E-01  -0.189614E+02
  1735   0.228688E+03   0.996632E+01   0.318281E-01  -0.190264E+02
  1736   0.228782E+03   0.990640E+01   0.317965E-01  -0.190873E+02
  1737   0.228878E+03   0.984591E+01   0.317651E-01  -0.191439E+02
  1738   0.228977E+03   0.978484E+01   0.317338E-01  -0.191963E+02
  1739   0.229078E+03   0.972325E+01   0.317027E-01  -0.192443E+02
  1740   0.229181E+03   0.966113E+01   0.316717E-01  -0.192880E+02
  1741   0.229286E+03   0.959847E+01   0.316409E-01  -0.193272E+02
  1742   0.229393E+03   0.953534E+01   0.316102E-01  -0.193621E+02
  1743   0.229501E+03   0.947165E+01   0.315796E-01  -0.193924E+02
  1744   0.229610E+03   0.940754E+01   0.315491E-01  -0.194182E+02
  1745   0.229721E+03   0.934292E+01   0.315188E-01  -0.194393E+02
  1746   0.229832E+03   0.927786E+01   0.314886E-01  -0.194558E+02
  1747   0.229944E+03   0.921227E+01   0.314585E-01  -0.194674E+02
  1748   0.230057E+03   0.914630E+01   0.314285E-01  -0.194744E+02
  1749   0.230169E+03   0.907985E+01   0.313987E-01  -0.194765E+02
  1750   0.230282E+03   0.901291E+01   0.313689E-01  -0.194737E+02
  1751   0.230395E+03   0.894557E+01   0.313393E-01  -0.194661E+02
  1752   0.230508E+03   0.887783E+01   0.313097E-01  -0.194537E+02
  1753   0.230621E+03   0.880974E+01   0.312803E-01  -0.194365E+02
  1754   0.230733E+03   0.874132E+01   0.312510E-01  -0.194147E+02
  1755   0.230842E+03   0.867269E+01   0.312217E-01  -0.193883E+02
  1756   0.230951E+03   0.860379E+01   0.311926E-01  -0.193574E+02
  1757   0.231056E+03   0.853474E+01   0.311635E-01  -0.193222E+02
  1758   0.231159E+03   0.846550E+01   0.311346E-01  -0.192826E+02
  1759   0.231258E+03   0.839621E+01   0.311057E-01  -0.192387E+02
  1760   0.231354E+03   0.832684E+01   0.310769E-01  -0.191907E+02
  1761   0.231446E+03   0.825744E+01   0.310482E-01  -0.191386E+02
  1762   0.231534E+03   0.818805E+01   0.310195E-01  -0.190824E+02
  1763   0.231617E+03   0.811872E+01   0.309909E-01  -0.190223E+02
  1764   0.231694E+03   0.804946E+01   0.309624E-01  -0.189584E+02
  1765   0.231768E+03   0.798032E+01   0.309340E-01  -0.188906E+02
  1766   0.231835E+03   0.791135E+01   0.309056E-01  -0.188192E+02
  1767   0.231897E+03   0.784256E+01   0.308773E-01  -0.187442E+02
  1768   0.231954E+03   0.777400E+01   0.308490E-01  -0.186656E+02
  1769   0.232004E+03   0.770569E+01   0.308208E-01  -0.185835E+02
  1770   0.232048E+03   0.763767E+01   0.307927E-01  -0.184981E+02
  1771   0.232085E+03   0.756998E+01   0.307645E-01  -0.184094E+02
  1772   0.232115E+03   0.750262E+01   0.307364E-01  -0.183173E+02
  1773   0.232138E+03   0.743563E+01   0.307084E-01  -0.182220E+02
  1774   0.232152E+03   0.736905E+01   0.306804E-01  -0.181236E+02
  1775   0.232160E+03   0.730290E+01   0.306524E-01  -0.180221E+02
  1776   0.232159E+03   0.723721E+01   0.306244E-01  -0.179175E+02
  1777   0.232150E+03   0.717200E+01   0.305965E-01  -0.178100E+02
  1778   0.232133E+03   0.710729E+01   0.305686E-01  -0.176995E+02
  1779   0.232107E+03   0.704312E+01   0.305406E-01  -0.175861E+02
  1780   0.232072E+03   0.697951E+01   0.305127E-01  -0.174699E+02
  1781   0.232027E+03   0.691647E+01   0.304848E-01  -0.173509E+02
  1782   0.231973E+03   0.685404E+01   0.304569E-01  -0.172293E+02
  1783   0.231910E+03   0.679223E+01   0.304290E-01  -0.171049E+02
  1784   0.231837E+03   0.673107E+01   0.304011E-01  -0.169779E+02
  1785   0.231754E+03   0.667058E+01   0.303732E-01  -0.168483E+02
  1786   0.231661E+03   0.661077E+01   0.303452E-01  -0.167161E+02
  1787   0.231558E+03   0.655167E+01   0.303172E-01  -0.165815E+02
  1788   0.231444E+03   0.649330E+01   0.302892E-01  -0.164443E+02
  1789   0.231320E+03   0.643567E+01   0.302612E-01  -0.163048E+02
  1790   0.231186E+03   0.637880E+01   0.302331E-01  -0.161627E+02
  1791   0.231040E+03   0.632272E+01   0.302050E-01  -0.160183E+02
  1792   0.230883E+03   0.626742E+01   0.301769E-01  -0.158715E+02
  1793   0.230715E+03   0.621294E+01   0.301487E-01  -0.157224E+02
  1794   0.230535E+03   0.615927E+01   0.301205E-01  -0.155710E+02
  1795   0.230343E+03   0.610646E+01   0.300922E-01  -0.154173E+02
  1796   0.230139E+03   0.605450E+01   0.300639E-01  -0.152613E+02
  1797   0.229924E+03   0.600341E+01   0.300355E-01  -0.151030E+02
  1798   0.229696E+03   0.595319E+01   0.300070E-01  -0.149426E+02
  1799   0.229456E+03   0.590388E+01   0.299785E-01  -0.147799E+02
  1800   0.229204E+03   0.585547E+01   0.299499E-01  -0.146150E+02
  1801   0.228939E+03   0.580799E+01   0.299213E-01  -0.144479E+02
  1802   0.228663E+03   0.576143E+01   0.298926E-01  -0.142787E+02
  1803   0.228374E+03   0.571581E+01   0.298638E-01  -0.141076E+02
  1804   0.228073E+03   0.567113E+01   0.298349E-01  -0.139348E+02
  1805   0.227761E+03   0.562739E+01   0.298060E-01  -0.137603E+02
  1806   0.227437E+03   0.558460E+01   0.297770E-01  -0.135843E+02
  1807   0.227101E+03   0.554276E+01   0.297479E-01  -0.134069E+02
  1808   0.226754E+03   0.550188E+01   0.297187E-01  -0.132282E+02
  1809   0.226394E+03   0.546196E+01   0.296894E-01  -0.130484E+02
  1810   0.226023E+03   0.542300E+01   0.296601E-01  -0.128676E+02
  1811   0.225641E+03   0.538500E+01   0.296307E-01  -0.126859E+02
  1812   0.225247E+03   0.534797E+01   0.296012E-01  -0.125034E+02
  1813   0.224842E+03   0.531192E+01   0.295716E-01  -0.123203E+02
  1814   0.224425E+03   0.527683E+01   0.295419E-01  -0.121366E+02
  1815   0.223998E+03   0.524273E+01   0.295121E-01  -0.119525E+02
  1816   0.223559E+03   0.520960E+01   0.294822E-01  -0.117680E+02
  1817   0.223111E+03   0.517745E+01   0.294523E-01  -0.115833E+02
  1818   0.222651E+03   0.514628E+01   0.294222E-01  -0.113985E+02
  1819   0.222181E+03   0.511610E+01   0.293921E-01  -0.112136E+02
  1820   0.221700E+03   0.508690E+01   0.293619E-01  -0.110289E+02
  1821   0.221209E+03   0.505864E+01   0.293316E-01  -0.108443E+02
  1822   0.220707E+03   0.503143E+01   0.293012E-01  -0.106600E+02
  1823   0.220195E+03   0.500520E+01   0.292707E-01  -0.104760E+02
  1824   0.219672E+03   0.497991E+01   0.292401E-01  -0.102925E+02
  1825   0.219140E+03   0.495559E+01   0.292094E-01  -0.101095E+02
  1826   0.218598E+03   0.493236E+01   0.291786E-01  -0.992720E+01
  1827   0.218045E+03   0.491001E+01   0.291478E-01  -0.974555E+01
  1828   0.217483E+03   0.488867E+01   0.291168E-01  -0.956466E+01
  1829   0.216912E+03   0.486837E+01   0.290858E-01  -0.938462E+01
  1830   0.216330E+03   0.484906E+01   0.290546E-01  -0.920551E+01
  1831   0.215740E+03   0.483070E+01   0.290234E-01  -0.902739E+01
  1832   0.215140E+03   0.481334E+01   0.289920E-01  -0.885032E+01
  1833   0.214532E+03   0.479694E+01   0.289606E-01  -0.867439E+01
  1834   0.213914E+03   0.478160E+01   0.289291E-01  -0.849965E+01
  1835   0.213287E+03   0.476721E+01   0.288975E-01  -0.832617E+01
  1836   0.212651E+03   0.475380E+01   0.288658E-01  -0.815400E+01
  1837   0.212006E+03   0.474142E+01   0.288340E-01  -0.798321E+01
  1838   0.211352E+03   0.473002E+01   0.288021E-01  -0.781387E+01
  1839   0.210689E+03   0.471964E+01   0.287701E-01  -0.764604E+01
  1840   0.210017E+03   0.471024E+01   0.287380E-01  -0.747974E+01
  1841   0.209337E+03   0.470186E+01   0.287058E-01  -0.731504E+01
  1842   0.208647E+03   0.469439E+01   0.286735E-01  -0.715198E+01
  1843   0.207949E+03   0.468801E+01   0.286411E-01  -0.699060E+01
  1844   0.207242E+03   0.468261E+01   0.286086E-01  -0.683096E+01
  1845   0.206526E+03   0.467816E+01   0.285760E-01  -0.667311E+01
  1846   0.205803E+03   0.467476E+01   0.285434E-01  -0.651707E+01
  1847   0.205071E+03   0.467238E+01   0.285106E-01  -0.636291E+01
  1848   0.204329E+03   0.467098E+01   0.284777E-01  -0.621064E+01
  1849   0.203579E+03   0.467060E+01   0.284447E-01  -0.606031E+01
  1850   0.202821E+03   0.467121E+01   0.284116E-01  -0.591196E+01
  1851   0.202053E+03   0.467283E+01   0.283785E-01  -0.576564E+01
  1852   0.201278E+03   0.467540E+01   0.283452E-01  -0.562139E+01
  1853   0.200495E+03   0.467900E+01   0.283118E-01  -0.547927E+01
  1854   0.199704E+03   0.468343E+01   0.282783E-01  -0.533931E+01
  1855   0.198906E+03   0.468882E+01   0.282448E-01  -0.520155E+01
  1856   0.198102E+03   0.469504E+01   0.282111E-01  -0.506604E+01
  1857   0.197291E+03   0.470218E+01   0.281773E-01  -0.493281E+01
  1858   0.196474E+03   0.471008E+01   0.281434E-01  -0.480192E+01
  1859   0.195651E+03   0.471876E+01   0.281095E-01  -0.467339E+01
  1860   0.194824E+03   0.472822E+01   0.280754E-01  -0.454726E+01
  1861   0.193991E+03   0.473847E+01   0.280413E-01  -0.442357E+01
  1862   0.193154E+03   0.474936E+01   0.280070E-01  -0.430235E+01
  1863   0.192313E+03   0.476099E+01   0.279727E-01  -0.418364E+01
  1864   0.191468E+03   0.477335E+01   0.279382E-01  -0.406747E+01
  1865   0.190619E+03   0.478624E+01   0.279037E-01  -0.395388E+01
  1866   0.189766E+03   0.479980E+01   0.278691E-01  -0.384290E+01
  1867   0.188910E+03   0.481397E+01   0.278344E-01  -0.373456E+01
  1868   0.188052E+03   0.482869E+01   0.277996E-01  -0.362887E+01
  1869   0.187191E+03   0.484396E+01   0.277648E-01  -0.352588E+01
  1870   0.186329E+03   0.485979E+01   0.277298E-01  -0.342558E+01
  1871   0.185464E+03   0.487611E+01   0.276948E-01  -0.332802E+01
  1872   0.184598E+03   0.489294E+01   0.276598E-01  -0.323321E+01
  1873   0.183730E+03   0.491027E+01   0.276246E-01  -0.314118E+01
  1874   0.182861E+03   0.492798E+01   0.275894E-01  -0.305195E+01
  1875   0.181991E+03   0.494613E+01   0.275541E-01  -0.296552E+01
  1876   0.181121E+03   0.496468E+01   0.275187E-01  -0.288192E+01
  1877   0.180251E+03   0.498369E+01   0.274833E-01  -0.280117E+01
  1878   0.179380E+03   0.500303E+01   0.274479E-01  -0.272327E+01
  1879   0.178510E+03   0.502270E+01   0.274124E-01  -0.264826E+01
  1880   0.177639E+03   0.504280E+01   0.273768E-01  -0.257614E+01
  1881   0.176769E+03   0.506310E+01   0.273412E-01  -0.250693E+01
  1882   0.175901E+03   0.508376E+01   0.273055E-01  -0.244064E+01
  1883   0.175033E+03   0.510473E+01   0.272699E-01  -0.237729E+01
  1884   0.174165E+03   0.512599E+01   0.272341E-01  -0.231690E+01
  1885   0.173299E+03   0.514743E+01   0.271984E-01  -0.225950E+01
  1886   0.172435E+03   0.516911E+01   0.271626E-01  -0.220507E+01
  1887   0.171572E+03   0.519105E+01   0.271268E-01  -0.215365E+01
  1888   0.170711E+03   0.521318E+01   0.270909E-01  -0.210524E+01
  1889   0.169851E+03   0.523552E+01   0.270551E-01  -0.205985E+01
  1890   0.168994E+03   0.525806E+01   0.270192E-01  -0.201747E+01
  1891   0.168139E+03   0.528075E+01   0.269833E-01  -0.197813E+01
  1892   0.167287E+03   0.530359E+01   0.269474E-01  -0.194180E+01
  1893   0.166437E+03   0.532660E+01   0.269115E-01  -0.190851E+01
  1894   0.165589E+03   0.534977E+01   0.268756E-01  -0.187826E+01
  1895   0.164744E+03   0.537313E+01   0.268397E-01  -0.185106E+01
  1896   0.163902E+03   0.539660E+01   0.268038E-01  -0.182692E+01
  1897   0.163064E+03   0.542020E+01   0.267679E-01  -0.180585E+01
  1898   0.162228E+03   0.544385E+01   0.267320E-01  -0.178787E+01
  1899   0.161395E+03   0.546764E+01   0.266961E-01  -0.177298E+01
  1900   0.160567E+03   0.549151E+01   0.266602E-01  -0.176120E+01
  1901   0.159740E+03   0.551547E+01   0.266243E-01  -0.175253E+01
  1902   0.158918E+03   0.553941E+01   0.265885E-01  -0.174692E+01
  1903   0.158099E+03   0.556350E+01   0.265526E-01  -0.174429E+01
  1904   0.157284E+03   0.558748E+01   0.265168E-01  -0.174467E+01
  1905   0.156473E+03   0.561149E+01   0.264810E-01  -0.174786E+01
  1906   0.155668E+03   0.563544E+01   0.264453E-01  -0.175388E+01
  1907   0.154866E+03   0.565933E+01   0.264095E-01  -0.176272E+01
  1908   0.154069E+03   0.568313E+01   0.263738E-01  -0.177419E+01
  1909   0.153278E+03   0.570684E+01   0.263381E-01  -0.178834E+01
  1910   0.152492E+03   0.573036E+01   0.263024E-01  -0.180514E+01
  1911   0.151711E+03   0.575369E+01   0.262667E-01  -0.182440E+01
  1912   0.150936E+03   0.577688E+01   0.262311E-01  -0.184611E+01
  1913   0.150167E+03   0.579984E+01   0.261955E-01  -0.187031E+01
  1914   0.149403E+03   0.582257E+01   0.261600E-01  -0.189681E+01
  1915   0.148646E+03   0.584504E+01   0.261245E-01  -0.192568E+01
  1916   0.147896E+03   0.586718E+01   0.260890E-01  -0.195679E+01
  1917   0.147151E+03   0.588911E+01   0.260536E-01  -0.199007E+01
  1918   0.146414E+03   0.591067E+01   0.260181E-01  -0.202554E+01
  1919   0.145683E+03   0.593200E+01   0.259828E-01  -0.206305E+01
  1920   0.144959E+03   0.595293E+01   0.259475E-01  -0.210263E+01
  1921   0.144243E+03   0.597353E+01   0.259122E-01  -0.214418E+01
  1922   0.143533E+03   0.599370E+01   0.258769E-01  -0.218769E+01
  1923   0.142831E+03   0.601358E+01   0.258417E-01  -0.223305E+01
  1924   0.142137E+03   0.603308E+01   0.258066E-01  -0.228024E+01
  1925   0.141450E+03   0.605211E+01   0.257715E-01  -0.232923E+01
  1926   0.140771E+03   0.607074E+01   0.257365E-01  -0.238000E+01
  1927   0.140100E+03   0.608894E+01   0.257015E-01  -0.243238E+01
