#    L    TT             EE             TE             PP             TP          
   931   0.110865E+04   0.306569E+02  -0.837961E+02   0.214523E+06  -0.872980E+02
   932   0.111258E+04   0.302984E+02  -0.840854E+02   0.214136E+06  -0.873934E+02
   933   0.111653E+04   0.299391E+02  -0.843434E+02   0.213750E+06  -0.874819E+02
   934   0.112050E+04   0.295791E+02  -0.845703E+02   0.213365E+06  -0.875635E+02
   935   0.112447E+04   0.292186E+02  -0.847659E+02   0.212981E+06  -0.876381E+02
   936   0.112845E+04   0.288578E+02  -0.849299E+02   0.212599E+06  -0.877058E+02
   937   0.113244E+04   0.284970E+02  -0.850622E+02   0.212217E+06  -0.877667E+02
   938   0.113642E+04   0.281364E+02  -0.851627E+02   0.211836E+06  -0.878208E+02
   939   0.114039E+04   0.277761E+02  -0.852310E+02   0.211457E+06  -0.878680E+02
   940   0.114435E+04   0.274163E+02  -0.852670E+02   0.211078E+06  -0.879083E+02
   941   0.114829E+04   0.270573E+02  -0.852706E+02   0.210700E+06  -0.879419E+02
   942   0.115221E+04   0.266993E+02  -0.852415E+02   0.210324E+06  -0.879687E+02
   943   0.115611E+04   0.263424E+02  -0.851793E+02   0.209948E+06  -0.879888E+02
   944   0.115997E+04   0.259869E+02  -0.850839E+02   0.209574E+06  -0.880021E+02
   945   0.116380E+04   0.256330E+02  -0.849549E+02   0.209200E+06  -0.880087E+02
   946   0.116758E+04   0.252809E+02  -0.847921E+02   0.208828E+06  -0.880085E+02
   947   0.117133E+04   0.249309E+02  -0.845950E+02   0.208456E+06  -0.880017E+02
   948   0.117501E+04   0.245832E+02  -0.843635E+02   0.208086E+06  -0.879882E+02
   949   0.117864E+04   0.242380E+02  -0.840974E+02   0.207716E+06  -0.879681E+02
   950   0.118221E+04   0.238955E+02  -0.837960E+02   0.207347E+06  -0.879413E+02
   951   0.118572E+04   0.235558E+02  -0.834596E+02   0.206980E+06  -0.879079E+02
   952   0.118915E+04   0.232192E+02  -0.830887E+02   0.206613E+06  -0.878680E+02
   953   0.119252E+04   0.228856E+02  -0.826841E+02   0.206248E+06  -0.878215E+02
   954   0.119582E+04   0.225550E+02  -0.822467E+02   0.205883E+06  -0.877685E+02
   955   0.119905E+04   0.222276E+02  -0.817773E+02   0.205519E+06  -0.877091E+02
   956   0.120221E+04   0.219033E+02  -0.812767E+02   0.205157E+06  -0.876432E+02
   957   0.120531E+04   0.215823E+02  -0.807457E+02   0.204795E+06  -0.875710E+02
   958   0.120833E+04   0.212646E+02  -0.801849E+02   0.204434E+06  -0.874925E+02
   959   0.121128E+04   0.209503E+02  -0.795949E+02   0.204074E+06  -0.874077E+02
   960   0.121417E+04   0.206396E+02  -0.789766E+02   0.203716E+06  -0.873167E+02
   961   0.121698E+04   0.203325E+02  -0.783305E+02   0.203358E+06  -0.872195E+02
   962   0.121973E+04   0.200291E+02  -0.776573E+02   0.203001E+06  -0.871161E+02
   963   0.122240E+04   0.197295E+02  -0.769576E+02   0.202645E+06  -0.870066E+02
   964   0.122500E+04   0.194337E+02  -0.762323E+02   0.202290E+06  -0.868911E+02
   965   0.122753E+04   0.191420E+02  -0.754822E+02   0.201936E+06  -0.867695E+02
   966   0.122999E+04   0.188542E+02  -0.747079E+02   0.201583E+06  -0.866420E+02
   967   0.123237E+04   0.185705E+02  -0.739102E+02   0.201231E+06  -0.865085E+02
   968   0.123467E+04   0.182911E+02  -0.730899E+02   0.200879E+06  -0.863691E+02
   969   0.123690E+04   0.180158E+02  -0.722478E+02   0.200529E+06  -0.862239E+02
   970   0.123905E+04   0.177449E+02  -0.713846E+02   0.200180E+06  -0.860728E+02
   971   0.124112E+04   0.174784E+02  -0.705009E+02   0.199831E+06  -0.859160E+02
   972   0.124310E+04   0.172165E+02  -0.695975E+02   0.199484E+06  -0.857535E+02
   973   0.124501E+04   0.169592E+02  -0.686751E+02   0.199137E+06  -0.855853E+02
   974   0.124683E+04   0.167067E+02  -0.677344E+02   0.198792E+06  -0.854114E+02
   975   0.124857E+04   0.164590E+02  -0.667759E+02   0.198447E+06  -0.852319E+02
   976   0.125021E+04   0.162163E+02  -0.658006E+02   0.198103E+06  -0.850469E+02
   977   0.125177E+04   0.159786E+02  -0.648089E+02   0.197760E+06  -0.848564E+02
   978   0.125324E+04   0.157462E+02  -0.638018E+02   0.197418E+06  -0.846604E+02
   979   0.125461E+04   0.155192E+02  -0.627798E+02   0.197077E+06  -0.844589E+02
   980   0.125590E+04   0.152975E+02  -0.617437E+02   0.196737E+06  -0.842521E+02
   981   0.125709E+04   0.150815E+02  -0.606943E+02   0.196398E+06  -0.840399E+02
   982   0.125817E+04   0.148712E+02  -0.596322E+02   0.196059E+06  -0.838224E+02
   983   0.125916E+04   0.146668E+02  -0.585582E+02   0.195722E+06  -0.835997E+02
   984   0.126005E+04   0.144684E+02  -0.574729E+02   0.195385E+06  -0.833718E+02
   985   0.126083E+04   0.142761E+02  -0.563773E+02   0.195050E+06  -0.831386E+02
   986   0.126150E+04   0.140899E+02  -0.552721E+02   0.194715E+06  -0.829004E+02
   987   0.126207E+04   0.139102E+02  -0.541580E+02   0.194381E+06  -0.826570E+02
   988   0.126253E+04   0.137368E+02  -0.530358E+02   0.194048E+06  -0.824086E+02
   989   0.126288E+04   0.135702E+02  -0.519064E+02   0.193716E+06  -0.821552E+02
   990   0.126311E+04   0.134101E+02  -0.507705E+02   0.193384E+06  -0.818968E+02
   991   0.126322E+04   0.132568E+02  -0.496289E+02   0.193054E+06  -0.816335E+02
   992   0.126322E+04   0.131106E+02  -0.484822E+02   0.192725E+06  -0.813654E+02
   993   0.126309E+04   0.129714E+02  -0.473312E+02   0.192396E+06  -0.810923E+02
   994   0.126284E+04   0.128396E+02  -0.461765E+02   0.192068E+06  -0.808145E+02
   995   0.126246E+04   0.127152E+02  -0.450188E+02   0.191741E+06  -0.805320E+02
   996   0.126195E+04   0.125985E+02  -0.438587E+02   0.191415E+06  -0.802447E+02
   997   0.126132E+04   0.124894E+02  -0.426969E+02   0.191090E+06  -0.799528E+02
   998   0.126055E+04   0.123883E+02  -0.415342E+02   0.190766E+06  -0.796562E+02
   999   0.125964E+04   0.122954E+02  -0.403710E+02   0.190442E+06  -0.793551E+02
  1000   0.125859E+04   0.122106E+02  -0.392080E+02   0.190119E+06  -0.790494E+02
  1001   0.125739E+04   0.121342E+02  -0.380458E+02   0.189798E+06  -0.787392E+02
  1002   0.125606E+04   0.120660E+02  -0.368846E+02   0.189477E+06  -0.784246E+02
  1003   0.125458E+04   0.120057E+02  -0.357246E+02   0.189157E+06  -0.781056E+02
  1004   0.125297E+04   0.119534E+02  -0.345661E+02   0.188837E+06  -0.777824E+02
  1005   0.125122E+04   0.119087E+02  -0.334094E+02   0.188519E+06  -0.774548E+02
  1006   0.124934E+04   0.118716E+02  -0.322550E+02   0.188201E+06  -0.771231E+02
  1007   0.124733E+04   0.118422E+02  -0.311035E+02   0.187884E+06  -0.767873E+02
  1008   0.124520E+04   0.118204E+02  -0.299557E+02   0.187568E+06  -0.764474E+02
  1009   0.124294E+04   0.118061E+02  -0.288121E+02   0.187253E+06  -0.761036E+02
  1010   0.124056E+04   0.117995E+02  -0.276733E+02   0.186939E+06  -0.757558E+02
  1011   0.123806E+04   0.118003E+02  -0.265398E+02   0.186625E+06  -0.754042E+02
  1012   0.123545E+04   0.118087E+02  -0.254125E+02   0.186313E+06  -0.750487E+02
  1013   0.123271E+04   0.118243E+02  -0.242918E+02   0.186001E+06  -0.746896E+02
  1014   0.122988E+04   0.118470E+02  -0.231781E+02   0.185690E+06  -0.743267E+02
  1015   0.122693E+04   0.118764E+02  -0.220719E+02   0.185380E+06  -0.739603E+02
  1016   0.122388E+04   0.119125E+02  -0.209738E+02   0.185070E+06  -0.735904E+02
  1017   0.122074E+04   0.119549E+02  -0.198843E+02   0.184762E+06  -0.732169E+02
  1018   0.121750E+04   0.120034E+02  -0.188037E+02   0.184454E+06  -0.728401E+02
  1019   0.121416E+04   0.120579E+02  -0.177326E+02   0.184147E+06  -0.724599E+02
  1020   0.121073E+04   0.121181E+02  -0.166712E+02   0.183841E+06  -0.720764E+02
  1021   0.120721E+04   0.121843E+02  -0.156198E+02   0.183535E+06  -0.716897E+02
  1022   0.120361E+04   0.122563E+02  -0.145786E+02   0.183231E+06  -0.712998E+02
  1023   0.119990E+04   0.123341E+02  -0.135478E+02   0.182927E+06  -0.709069E+02
  1024   0.119612E+04   0.124177E+02  -0.125277E+02   0.182624E+06  -0.705109E+02
  1025   0.119224E+04   0.125072E+02  -0.115186E+02   0.182321E+06  -0.701120E+02
  1026   0.118828E+04   0.126024E+02  -0.105206E+02   0.182020E+06  -0.697102E+02
  1027   0.118423E+04   0.127033E+02  -0.953484E+01   0.181719E+06  -0.693055E+02
  1028   0.118010E+04   0.128097E+02  -0.856222E+01   0.181419E+06  -0.688981E+02
  1029   0.117590E+04   0.129216E+02  -0.760374E+01   0.181120E+06  -0.684879E+02
  1030   0.117162E+04   0.130388E+02  -0.666042E+01   0.180822E+06  -0.680751E+02
  1031   0.116727E+04   0.131612E+02  -0.573336E+01   0.180524E+06  -0.676598E+02
  1032   0.116285E+04   0.132888E+02  -0.482342E+01   0.180227E+06  -0.672419E+02
  1033   0.115837E+04   0.134213E+02  -0.393164E+01   0.179931E+06  -0.668216E+02
  1034   0.115382E+04   0.135587E+02  -0.305836E+01   0.179636E+06  -0.663988E+02
  1035   0.114922E+04   0.137011E+02  -0.220387E+01   0.179341E+06  -0.659738E+02
  1036   0.114455E+04   0.138483E+02  -0.136852E+01   0.179047E+06  -0.655465E+02
  1037   0.113981E+04   0.140004E+02  -0.552591E+00   0.178754E+06  -0.651170E+02
  1038   0.113502E+04   0.141572E+02   0.243568E+00   0.178462E+06  -0.646854E+02
  1039   0.113017E+04   0.143189E+02   0.101960E+01   0.178170E+06  -0.642517E+02
  1040   0.112525E+04   0.144851E+02   0.177523E+01   0.177879E+06  -0.638160E+02
  1041   0.112028E+04   0.146560E+02   0.250958E+01   0.177589E+06  -0.633784E+02
  1042   0.111525E+04   0.148312E+02   0.322177E+01   0.177300E+06  -0.629388E+02
  1043   0.111017E+04   0.150107E+02   0.391116E+01   0.177011E+06  -0.624975E+02
  1044   0.110504E+04   0.151943E+02   0.457620E+01   0.176724E+06  -0.620545E+02
  1045   0.109986E+04   0.153819E+02   0.521670E+01   0.176436E+06  -0.616097E+02
  1046   0.109464E+04   0.155733E+02   0.583095E+01   0.176150E+06  -0.611633E+02
  1047   0.108937E+04   0.157684E+02   0.641875E+01   0.175864E+06  -0.607154E+02
  1048   0.108406E+04   0.159672E+02   0.697915E+01   0.175579E+06  -0.602660E+02
  1049   0.107871E+04   0.161697E+02   0.751196E+01   0.175295E+06  -0.598151E+02
  1050   0.107333E+04   0.163761E+02   0.801473E+01   0.175012E+06  -0.593629E+02
  1051   0.106790E+04   0.165862E+02   0.848748E+01   0.174729E+06  -0.589094E+02
  1052   0.106243E+04   0.167999E+02   0.893106E+01   0.174447E+06  -0.584547E+02
  1053   0.105694E+04   0.170173E+02   0.934582E+01   0.174165E+06  -0.579987E+02
  1054   0.105142E+04   0.172383E+02   0.973209E+01   0.173885E+06  -0.575416E+02
  1055   0.104586E+04   0.174627E+02   0.100895E+02   0.173605E+06  -0.570834E+02
  1056   0.104027E+04   0.176902E+02   0.104190E+02   0.173325E+06  -0.566242E+02
  1057   0.103466E+04   0.179208E+02   0.107218E+02   0.173047E+06  -0.561640E+02
  1058   0.102903E+04   0.181541E+02   0.109967E+02   0.172769E+06  -0.557029E+02
  1059   0.102337E+04   0.183901E+02   0.112456E+02   0.172492E+06  -0.552408E+02
  1060   0.101770E+04   0.186285E+02   0.114687E+02   0.172215E+06  -0.547780E+02
  1061   0.101201E+04   0.188692E+02   0.116650E+02   0.171940E+06  -0.543143E+02
  1062   0.100632E+04   0.191121E+02   0.118369E+02   0.171664E+06  -0.538500E+02
  1063   0.100061E+04   0.193568E+02   0.119826E+02   0.171390E+06  -0.533849E+02
  1064   0.994895E+03   0.196033E+02   0.121039E+02   0.171116E+06  -0.529193E+02
  1065   0.989169E+03   0.198515E+02   0.122012E+02   0.170843E+06  -0.524530E+02
  1066   0.983445E+03   0.201010E+02   0.122732E+02   0.170571E+06  -0.519863E+02
  1067   0.977712E+03   0.203517E+02   0.123219E+02   0.170299E+06  -0.515191E+02
  1068   0.971991E+03   0.206036E+02   0.123468E+02   0.170028E+06  -0.510515E+02
  1069   0.966265E+03   0.208564E+02   0.123482E+02   0.169758E+06  -0.505835E+02
  1070   0.960552E+03   0.211100E+02   0.123265E+02   0.169488E+06  -0.501152E+02
  1071   0.954843E+03   0.213641E+02   0.122820E+02   0.169219E+06  -0.496467E+02
  1072   0.949150E+03   0.216188E+02   0.122143E+02   0.168951E+06  -0.491779E+02
  1073   0.943464E+03   0.218738E+02   0.121245E+02   0.168684E+06  -0.487090E+02
  1074   0.937795E+03   0.221290E+02   0.120122E+02   0.168417E+06  -0.482400E+02
  1075   0.932143E+03   0.223842E+02   0.118777E+02   0.168150E+06  -0.477709E+02
  1076   0.926519E+03   0.226392E+02   0.117222E+02   0.167885E+06  -0.473019E+02
  1077   0.920914E+03   0.228939E+02   0.115443E+02   0.167620E+06  -0.468329E+02
  1078   0.915338E+03   0.231482E+02   0.113445E+02   0.167355E+06  -0.463640E+02
  1079   0.909783E+03   0.234019E+02   0.111239E+02   0.167092E+06  -0.458953E+02
  1080   0.904269E+03   0.236547E+02   0.108813E+02   0.166829E+06  -0.454268E+02
  1081   0.898784E+03   0.239066E+02   0.106185E+02   0.166566E+06  -0.449585E+02
  1082   0.893335E+03   0.241573E+02   0.103344E+02   0.166305E+06  -0.444906E+02
  1083   0.887925E+03   0.244068E+02   0.100293E+02   0.166043E+06  -0.440231E+02
  1084   0.882561E+03   0.246548E+02   0.970361E+01   0.165783E+06  -0.435559E+02
  1085   0.877238E+03   0.249011E+02   0.935682E+01   0.165523E+06  -0.430893E+02
  1086   0.871963E+03   0.251456E+02   0.899080E+01   0.165264E+06  -0.426231E+02
  1087   0.866739E+03   0.253881E+02   0.860364E+01   0.165005E+06  -0.421576E+02
  1088   0.861565E+03   0.256284E+02   0.819644E+01   0.164748E+06  -0.416926E+02
  1089   0.856445E+03   0.258664E+02   0.776952E+01   0.164490E+06  -0.412284E+02
  1090   0.851384E+03   0.261018E+02   0.732248E+01   0.164234E+06  -0.407649E+02
  1091   0.846387E+03   0.263345E+02   0.685491E+01   0.163978E+06  -0.403021E+02
  1092   0.841452E+03   0.265644E+02   0.636789E+01   0.163722E+06  -0.398402E+02
  1093   0.836582E+03   0.267913E+02   0.586028E+01   0.163467E+06  -0.393793E+02
  1094   0.831784E+03   0.270149E+02   0.533314E+01   0.163213E+06  -0.389192E+02
  1095   0.827061E+03   0.272352E+02   0.478532E+01   0.162960E+06  -0.384601E+02
  1096   0.822412E+03   0.274520E+02   0.421792E+01   0.162707E+06  -0.380021E+02
  1097   0.817849E+03   0.276651E+02   0.363051E+01   0.162455E+06  -0.375452E+02
  1098   0.813369E+03   0.278743E+02   0.302270E+01   0.162203E+06  -0.370895E+02
  1099   0.808969E+03   0.280794E+02   0.239481E+01   0.161952E+06  -0.366349E+02
  1100   0.804669E+03   0.282802E+02   0.174644E+01   0.161701E+06  -0.361816E+02
  1101   0.800452E+03   0.284765E+02   0.107880E+01   0.161451E+06  -0.357296E+02
  1102   0.796332E+03   0.286683E+02   0.391337E+00   0.161202E+06  -0.352789E+02
  1103   0.792297E+03   0.288557E+02  -0.314133E+00   0.160953E+06  -0.348297E+02
  1104   0.788361E+03   0.290386E+02  -0.103788E+01   0.160705E+06  -0.343819E+02
  1105   0.784510E+03   0.292170E+02  -0.177898E+01   0.160458E+06  -0.339355E+02
  1106   0.780745E+03   0.293908E+02  -0.253666E+01   0.160211E+06  -0.334907E+02
  1107   0.777074E+03   0.295602E+02  -0.331031E+01   0.159965E+06  -0.330474E+02
  1108   0.773482E+03   0.297251E+02  -0.409929E+01   0.159719E+06  -0.326057E+02
  1109   0.769985E+03   0.298855E+02  -0.490292E+01   0.159474E+06  -0.321656E+02
  1110   0.766568E+03   0.300414E+02  -0.572056E+01   0.159229E+06  -0.317273E+02
  1111   0.763240E+03   0.301928E+02  -0.655160E+01   0.158985E+06  -0.312906E+02
  1112   0.759994E+03   0.303396E+02  -0.739526E+01   0.158742E+06  -0.308557E+02
  1113   0.756838E+03   0.304818E+02  -0.825115E+01   0.158499E+06  -0.304226E+02
  1114   0.753764E+03   0.306196E+02  -0.911842E+01   0.158257E+06  -0.299914E+02
  1115   0.750774E+03   0.307527E+02  -0.999652E+01   0.158015E+06  -0.295620E+02
  1116   0.747868E+03   0.308813E+02  -0.108849E+02   0.157774E+06  -0.291345E+02
  1117   0.745047E+03   0.310051E+02  -0.117828E+02   0.157534E+06  -0.287090E+02
  1118   0.742311E+03   0.311244E+02  -0.126896E+02   0.157294E+06  -0.282856E+02
  1119   0.739653E+03   0.312390E+02  -0.136048E+02   0.157054E+06  -0.278641E+02
  1120   0.737075E+03   0.313488E+02  -0.145275E+02   0.156815E+06  -0.274448E+02
  1121   0.734583E+03   0.314540E+02  -0.154574E+02   0.156577E+06  -0.270276E+02
  1122   0.732171E+03   0.315543E+02  -0.163936E+02   0.156339E+06  -0.266125E+02
  1123   0.729840E+03   0.316498E+02  -0.173356E+02   0.156102E+06  -0.261997E+02
  1124   0.727598E+03   0.317405E+02  -0.182828E+02   0.155866E+06  -0.257891E+02
  1125   0.725430E+03   0.318263E+02  -0.192345E+02   0.155630E+06  -0.253808E+02
  1126   0.723338E+03   0.319071E+02  -0.201903E+02   0.155394E+06  -0.249749E+02
  1127   0.721335E+03   0.319830E+02  -0.211494E+02   0.155159E+06  -0.245713E+02
  1128   0.719417E+03   0.320539E+02  -0.221116E+02   0.154925E+06  -0.241701E+02
  1129   0.717575E+03   0.321198E+02  -0.230760E+02   0.154691E+06  -0.237714E+02
  1130   0.715825E+03   0.321805E+02  -0.240422E+02   0.154458E+06  -0.233752E+02
  1131   0.714153E+03   0.322360E+02  -0.250096E+02   0.154225E+06  -0.229815E+02
  1132   0.712567E+03   0.322865E+02  -0.259776E+02   0.153993E+06  -0.225904E+02
  1133   0.711068E+03   0.323316E+02  -0.269455E+02   0.153762E+06  -0.222020E+02
  1134   0.709648E+03   0.323714E+02  -0.279128E+02   0.153531E+06  -0.218162E+02
  1135   0.708316E+03   0.324058E+02  -0.288789E+02   0.153300E+06  -0.214330E+02
  1136   0.707073E+03   0.324348E+02  -0.298430E+02   0.153070E+06  -0.210527E+02
  1137   0.705910E+03   0.324582E+02  -0.308047E+02   0.152841E+06  -0.206751E+02
  1138   0.704837E+03   0.324761E+02  -0.317633E+02   0.152612E+06  -0.203004E+02
  1139   0.703854E+03   0.324882E+02  -0.327181E+02   0.152383E+06  -0.199285E+02
  1140   0.702947E+03   0.324947E+02  -0.336686E+02   0.152155E+06  -0.195595E+02
  1141   0.702138E+03   0.324953E+02  -0.346143E+02   0.151928E+06  -0.191935E+02
  1142   0.701414E+03   0.324900E+02  -0.355546E+02   0.151701E+06  -0.188305E+02
  1143   0.700782E+03   0.324787E+02  -0.364887E+02   0.151475E+06  -0.184705E+02
  1144   0.700235E+03   0.324614E+02  -0.374162E+02   0.151249E+06  -0.181136E+02
  1145   0.699782E+03   0.324380E+02  -0.383364E+02   0.151024E+06  -0.177597E+02
  1146   0.699423E+03   0.324084E+02  -0.392489E+02   0.150799E+06  -0.174091E+02
  1147   0.699158E+03   0.323724E+02  -0.401528E+02   0.150575E+06  -0.170616E+02
  1148   0.698982E+03   0.323301E+02  -0.410476E+02   0.150351E+06  -0.167174E+02
  1149   0.698901E+03   0.322812E+02  -0.419327E+02   0.150128E+06  -0.163765E+02
  1150   0.698916E+03   0.322257E+02  -0.428074E+02   0.149905E+06  -0.160388E+02
  1151   0.699028E+03   0.321635E+02  -0.436713E+02   0.149683E+06  -0.157046E+02
  1152   0.699233E+03   0.320949E+02  -0.445240E+02   0.149461E+06  -0.153737E+02
  1153   0.699537E+03   0.320198E+02  -0.453655E+02   0.149240E+06  -0.150461E+02
  1154   0.699919E+03   0.319385E+02  -0.461955E+02   0.149019E+06  -0.147220E+02
  1155   0.700393E+03   0.318511E+02  -0.470139E+02   0.148799E+06  -0.144012E+02
  1156   0.700946E+03   0.317577E+02  -0.478207E+02   0.148579E+06  -0.140839E+02
  1157   0.701584E+03   0.316586E+02  -0.486155E+02   0.148360E+06  -0.137699E+02
  1158   0.702303E+03   0.315538E+02  -0.493983E+02   0.148141E+06  -0.134594E+02
  1159   0.703100E+03   0.314434E+02  -0.501690E+02   0.147923E+06  -0.131523E+02
  1160   0.703970E+03   0.313277E+02  -0.509272E+02   0.147706E+06  -0.128486E+02
  1161   0.704912E+03   0.312067E+02  -0.516729E+02   0.147488E+06  -0.125483E+02
  1162   0.705928E+03   0.310806E+02  -0.524057E+02   0.147272E+06  -0.122515E+02
  1163   0.707009E+03   0.309496E+02  -0.531256E+02   0.147055E+06  -0.119581E+02
  1164   0.708158E+03   0.308137E+02  -0.538322E+02   0.146840E+06  -0.116682E+02
  1165   0.709372E+03   0.306730E+02  -0.545254E+02   0.146624E+06  -0.113817E+02
