#    L    TT             EE             BB             TE             PP             TP             EP          
  2051   0.108850E+03   0.411336E+01   0.000000E+00  -0.964606E+01   0.115192E-08  -0.415135E-06   0.238968E-07
  2052   0.108873E+03   0.407081E+01   0.000000E+00  -0.960367E+01   0.115088E-08  -0.415623E-06   0.235377E-07
  2053   0.108893E+03   0.402846E+01   0.000000E+00  -0.955916E+01   0.114985E-08  -0.415928E-06   0.231801E-07
  2054   0.108909E+03   0.398632E+01   0.000000E+00  -0.951266E+01   0.114881E-08  -0.416055E-06   0.228241E-07
  2055   0.108922E+03   0.394440E+01   0.000000E+00  -0.946406E+01   0.114778E-08  -0.416012E-06   0.224695E-07
  2056   0.108932E+03   0.390273E+01   0.000000E+00  -0.941356E+01   0.114675E-08  -0.415804E-06   0.221162E-07
  2057   0.108937E+03   0.386134E+01   0.000000E+00  -0.936107E+01   0.114572E-08  -0.415437E-06   0.217643E-07
  2058   0.108939E+03   0.382022E+01   0.000000E+00  -0.930677E+01   0.114469E-08  -0.414917E-06   0.214137E-07
  2059   0.108936E+03   0.377939E+01   0.000000E+00  -0.925064E+01   0.114366E-08  -0.414251E-06   0.210643E-07
  2060   0.108930E+03   0.373889E+01   0.000000E+00  -0.919266E+01   0.114264E-08  -0.413444E-06   0.207160E-07
  2061   0.108919E+03   0.369871E+01   0.000000E+00  -0.913301E+01   0.114161E-08  -0.412502E-06   0.203689E-07
  2062   0.108904E+03   0.365889E+01   0.000000E+00  -0.907160E+01   0.114059E-08  -0.411432E-06   0.200227E-07
  2063   0.108885E+03   0.361942E+01   0.000000E+00  -0.900863E+01   0.113957E-08  -0.410240E-06   0.196776E-07
  2064   0.108860E+03   0.358035E+01   0.000000E+00  -0.894406E+01   0.113855E-08  -0.408931E-06   0.193334E-07
  2065   0.108832E+03   0.354166E+01   0.000000E+00  -0.887788E+01   0.113753E-08  -0.407512E-06   0.189900E-07
  2066   0.108799E+03   0.350338E+01   0.000000E+00  -0.881027E+01   0.113651E-08  -0.405988E-06   0.186475E-07
  2067   0.108760E+03   0.346552E+01   0.000000E+00  -0.874113E+01   0.113549E-08  -0.404367E-06   0.183057E-07
  2068   0.108718E+03   0.342809E+01   0.000000E+00  -0.867067E+01   0.113448E-08  -0.402653E-06   0.179647E-07
  2069   0.108669E+03   0.339110E+01   0.000000E+00  -0.859878E+01   0.113347E-08  -0.400853E-06   0.176242E-07
  2070   0.108616E+03   0.335459E+01   0.000000E+00  -0.852558E+01   0.113245E-08  -0.398973E-06   0.172844E-07
  2071   0.108558E+03   0.331853E+01   0.000000E+00  -0.845111E+01   0.113144E-08  -0.397019E-06   0.169450E-07
  2072   0.108494E+03   0.328296E+01   0.000000E+00  -0.837544E+01   0.113043E-08  -0.394997E-06   0.166062E-07
  2073   0.108425E+03   0.324787E+01   0.000000E+00  -0.829860E+01   0.112942E-08  -0.392913E-06   0.162677E-07
  2074   0.108351E+03   0.321330E+01   0.000000E+00  -0.822057E+01   0.112842E-08  -0.390774E-06   0.159296E-07
  2075   0.108272E+03   0.317923E+01   0.000000E+00  -0.814147E+01   0.112741E-08  -0.388585E-06   0.155918E-07
  2076   0.108186E+03   0.314569E+01   0.000000E+00  -0.806127E+01   0.112640E-08  -0.386352E-06   0.152543E-07
  2077   0.108095E+03   0.311268E+01   0.000000E+00  -0.798009E+01   0.112540E-08  -0.384081E-06   0.149169E-07
  2078   0.107998E+03   0.308020E+01   0.000000E+00  -0.789799E+01   0.112440E-08  -0.381779E-06   0.145797E-07
  2079   0.107896E+03   0.304828E+01   0.000000E+00  -0.781493E+01   0.112340E-08  -0.379452E-06   0.142425E-07
  2080   0.107788E+03   0.301692E+01   0.000000E+00  -0.773104E+01   0.112240E-08  -0.377105E-06   0.139053E-07
  2081   0.107675E+03   0.298612E+01   0.000000E+00  -0.764629E+01   0.112140E-08  -0.374744E-06   0.135681E-07
  2082   0.107556E+03   0.295591E+01   0.000000E+00  -0.756080E+01   0.112040E-08  -0.372377E-06   0.132308E-07
  2083   0.107432E+03   0.292627E+01   0.000000E+00  -0.747462E+01   0.111941E-08  -0.370008E-06   0.128934E-07
  2084   0.107301E+03   0.289723E+01   0.000000E+00  -0.738773E+01   0.111841E-08  -0.367644E-06   0.125557E-07
  2085   0.107166E+03   0.286878E+01   0.000000E+00  -0.730024E+01   0.111742E-08  -0.365290E-06   0.122177E-07
  2086   0.107025E+03   0.284093E+01   0.000000E+00  -0.721212E+01   0.111643E-08  -0.362954E-06   0.118794E-07
  2087   0.106878E+03   0.281369E+01   0.000000E+00  -0.712343E+01   0.111544E-08  -0.360641E-06   0.115407E-07
  2088   0.106726E+03   0.278705E+01   0.000000E+00  -0.703421E+01   0.111445E-08  -0.358356E-06   0.112016E-07
  2089   0.106568E+03   0.276103E+01   0.000000E+00  -0.694452E+01   0.111346E-08  -0.356107E-06   0.108620E-07
  2090   0.106404E+03   0.273563E+01   0.000000E+00  -0.685439E+01   0.111247E-08  -0.353899E-06   0.105218E-07
  2091   0.106234E+03   0.271086E+01   0.000000E+00  -0.676380E+01   0.111149E-08  -0.351738E-06   0.101810E-07
  2092   0.106058E+03   0.268672E+01   0.000000E+00  -0.667287E+01   0.111050E-08  -0.349631E-06   0.983952E-08
  2093   0.105878E+03   0.266319E+01   0.000000E+00  -0.658165E+01   0.110952E-08  -0.347583E-06   0.949731E-08
  2094   0.105691E+03   0.264030E+01   0.000000E+00  -0.649005E+01   0.110854E-08  -0.345600E-06   0.915432E-08
  2095   0.105499E+03   0.261805E+01   0.000000E+00  -0.639824E+01   0.110756E-08  -0.343689E-06   0.881048E-08
  2096   0.105301E+03   0.259643E+01   0.000000E+00  -0.630622E+01   0.110658E-08  -0.341855E-06   0.846574E-08
  2097   0.105098E+03   0.257545E+01   0.000000E+00  -0.621397E+01   0.110560E-08  -0.340104E-06   0.812003E-08
  2098   0.104889E+03   0.255511E+01   0.000000E+00  -0.612159E+01   0.110462E-08  -0.338444E-06   0.777331E-08
  2099   0.104675E+03   0.253540E+01   0.000000E+00  -0.602908E+01   0.110365E-08  -0.336879E-06   0.742552E-08
  2100   0.104455E+03   0.251634E+01   0.000000E+00  -0.593647E+01   0.110267E-08  -0.335416E-06   0.707660E-08
  2101   0.104230E+03   0.249792E+01   0.000000E+00  -0.584380E+01   0.110170E-08  -0.334059E-06   0.672651E-08
  2102   0.103999E+03   0.248013E+01   0.000000E+00  -0.575112E+01   0.110073E-08  -0.332804E-06   0.637532E-08
  2103   0.103762E+03   0.246298E+01   0.000000E+00  -0.565850E+01   0.109976E-08  -0.331647E-06   0.602311E-08
  2104   0.103520E+03   0.244648E+01   0.000000E+00  -0.556598E+01   0.109879E-08  -0.330583E-06   0.566997E-08
  2105   0.103273E+03   0.243061E+01   0.000000E+00  -0.547363E+01   0.109782E-08  -0.329606E-06   0.531598E-08
  2106   0.103020E+03   0.241538E+01   0.000000E+00  -0.538149E+01   0.109685E-08  -0.328712E-06   0.496123E-08
  2107   0.102762E+03   0.240080E+01   0.000000E+00  -0.528962E+01   0.109589E-08  -0.327895E-06   0.460580E-08
  2108   0.102498E+03   0.238685E+01   0.000000E+00  -0.519808E+01   0.109492E-08  -0.327150E-06   0.424978E-08
  2109   0.102231E+03   0.237354E+01   0.000000E+00  -0.510691E+01   0.109396E-08  -0.326472E-06   0.389324E-08
  2110   0.101957E+03   0.236086E+01   0.000000E+00  -0.501617E+01   0.109300E-08  -0.325856E-06   0.353629E-08
  2111   0.101680E+03   0.234883E+01   0.000000E+00  -0.492591E+01   0.109204E-08  -0.325297E-06   0.317900E-08
  2112   0.101397E+03   0.233742E+01   0.000000E+00  -0.483618E+01   0.109108E-08  -0.324789E-06   0.282145E-08
  2113   0.101111E+03   0.232664E+01   0.000000E+00  -0.474702E+01   0.109012E-08  -0.324329E-06   0.246374E-08
  2114   0.100819E+03   0.231649E+01   0.000000E+00  -0.465847E+01   0.108916E-08  -0.323910E-06   0.210594E-08
  2115   0.100523E+03   0.230695E+01   0.000000E+00  -0.457058E+01   0.108821E-08  -0.323527E-06   0.174814E-08
  2116   0.100222E+03   0.229804E+01   0.000000E+00  -0.448339E+01   0.108725E-08  -0.323176E-06   0.139044E-08
  2117   0.999174E+02   0.228974E+01   0.000000E+00  -0.439695E+01   0.108630E-08  -0.322851E-06   0.103290E-08
  2118   0.996078E+02   0.228205E+01   0.000000E+00  -0.431129E+01   0.108535E-08  -0.322548E-06   0.675619E-09
  2119   0.992947E+02   0.227497E+01   0.000000E+00  -0.422647E+01   0.108440E-08  -0.322261E-06   0.318681E-09
  2120   0.989765E+02   0.226849E+01   0.000000E+00  -0.414250E+01   0.108345E-08  -0.321984E-06  -0.378304E-10
  2121   0.986554E+02   0.226260E+01   0.000000E+00  -0.405943E+01   0.108250E-08  -0.321714E-06  -0.393830E-09
  2122   0.983296E+02   0.225731E+01   0.000000E+00  -0.397730E+01   0.108155E-08  -0.321445E-06  -0.749233E-09
  2123   0.980000E+02   0.225261E+01   0.000000E+00  -0.389614E+01   0.108060E-08  -0.321171E-06  -0.110395E-08
  2124   0.976678E+02   0.224849E+01   0.000000E+00  -0.381599E+01   0.107966E-08  -0.320888E-06  -0.145791E-08
  2125   0.973307E+02   0.224494E+01   0.000000E+00  -0.373688E+01   0.107871E-08  -0.320591E-06  -0.181101E-08
  2126   0.969908E+02   0.224196E+01   0.000000E+00  -0.365884E+01   0.107777E-08  -0.320274E-06  -0.216318E-08
  2127   0.966474E+02   0.223955E+01   0.000000E+00  -0.358192E+01   0.107683E-08  -0.319933E-06  -0.251432E-08
  2128   0.963010E+02   0.223770E+01   0.000000E+00  -0.350613E+01   0.107589E-08  -0.319561E-06  -0.286436E-08
  2129   0.959515E+02   0.223639E+01   0.000000E+00  -0.343150E+01   0.107495E-08  -0.319156E-06  -0.321320E-08
  2130   0.955981E+02   0.223562E+01   0.000000E+00  -0.335807E+01   0.107401E-08  -0.318710E-06  -0.356077E-08
  2131   0.952422E+02   0.223539E+01   0.000000E+00  -0.328587E+01   0.107308E-08  -0.318219E-06  -0.390698E-08
  2132   0.948829E+02   0.223570E+01   0.000000E+00  -0.321492E+01   0.107214E-08  -0.317678E-06  -0.425174E-08
  2133   0.945208E+02   0.223652E+01   0.000000E+00  -0.314525E+01   0.107121E-08  -0.317082E-06  -0.459497E-08
  2134   0.941560E+02   0.223787E+01   0.000000E+00  -0.307687E+01   0.107027E-08  -0.316426E-06  -0.493658E-08
  2135   0.937889E+02   0.223971E+01   0.000000E+00  -0.300982E+01   0.106934E-08  -0.315705E-06  -0.527649E-08
  2136   0.934195E+02   0.224205E+01   0.000000E+00  -0.294409E+01   0.106841E-08  -0.314913E-06  -0.561462E-08
  2137   0.930470E+02   0.224489E+01   0.000000E+00  -0.287972E+01   0.106748E-08  -0.314045E-06  -0.595087E-08
  2138   0.926727E+02   0.224822E+01   0.000000E+00  -0.281672E+01   0.106655E-08  -0.313097E-06  -0.628517E-08
  2139   0.922965E+02   0.225202E+01   0.000000E+00  -0.275511E+01   0.106563E-08  -0.312064E-06  -0.661742E-08
  2140   0.919184E+02   0.225629E+01   0.000000E+00  -0.269492E+01   0.106470E-08  -0.310939E-06  -0.694755E-08
  2141   0.915382E+02   0.226102E+01   0.000000E+00  -0.263614E+01   0.106377E-08  -0.309719E-06  -0.727547E-08
  2142   0.911565E+02   0.226621E+01   0.000000E+00  -0.257879E+01   0.106285E-08  -0.308397E-06  -0.760109E-08
  2143   0.907726E+02   0.227183E+01   0.000000E+00  -0.252289E+01   0.106193E-08  -0.306970E-06  -0.792432E-08
  2144   0.903877E+02   0.227789E+01   0.000000E+00  -0.246844E+01   0.106101E-08  -0.305431E-06  -0.824510E-08
  2145   0.900011E+02   0.228437E+01   0.000000E+00  -0.241547E+01   0.106009E-08  -0.303776E-06  -0.856332E-08
  2146   0.896127E+02   0.229126E+01   0.000000E+00  -0.236398E+01   0.105917E-08  -0.302000E-06  -0.887890E-08
  2147   0.892230E+02   0.229857E+01   0.000000E+00  -0.231399E+01   0.105825E-08  -0.300097E-06  -0.919176E-08
  2148   0.888320E+02   0.230627E+01   0.000000E+00  -0.226548E+01   0.105733E-08  -0.298063E-06  -0.950182E-08
  2149   0.884404E+02   0.231437E+01   0.000000E+00  -0.221848E+01   0.105642E-08  -0.295892E-06  -0.980898E-08
  2150   0.880472E+02   0.232284E+01   0.000000E+00  -0.217299E+01   0.105550E-08  -0.293580E-06  -0.101132E-07
  2151   0.876532E+02   0.233168E+01   0.000000E+00  -0.212900E+01   0.105459E-08  -0.291122E-06  -0.104143E-07
  2152   0.872582E+02   0.234087E+01   0.000000E+00  -0.208655E+01   0.105368E-08  -0.288522E-06  -0.107124E-07
  2153   0.868629E+02   0.235041E+01   0.000000E+00  -0.204565E+01   0.105276E-08  -0.285783E-06  -0.110075E-07
  2154   0.864667E+02   0.236027E+01   0.000000E+00  -0.200630E+01   0.105185E-08  -0.282910E-06  -0.112996E-07
  2155   0.860708E+02   0.237046E+01   0.000000E+00  -0.196853E+01   0.105095E-08  -0.279908E-06  -0.115888E-07
  2156   0.856737E+02   0.238095E+01   0.000000E+00  -0.193233E+01   0.105004E-08  -0.276779E-06  -0.118749E-07
  2157   0.852769E+02   0.239173E+01   0.000000E+00  -0.189772E+01   0.104913E-08  -0.273529E-06  -0.121582E-07
  2158   0.848803E+02   0.240280E+01   0.000000E+00  -0.186472E+01   0.104823E-08  -0.270162E-06  -0.124386E-07
  2159   0.844832E+02   0.241414E+01   0.000000E+00  -0.183332E+01   0.104732E-08  -0.266682E-06  -0.127161E-07
  2160   0.840869E+02   0.242572E+01   0.000000E+00  -0.180353E+01   0.104642E-08  -0.263093E-06  -0.129907E-07
  2161   0.836906E+02   0.243755E+01   0.000000E+00  -0.177538E+01   0.104552E-08  -0.259400E-06  -0.132625E-07
  2162   0.832951E+02   0.244961E+01   0.000000E+00  -0.174884E+01   0.104462E-08  -0.255606E-06  -0.135315E-07
  2163   0.829003E+02   0.246188E+01   0.000000E+00  -0.172394E+01   0.104372E-08  -0.251716E-06  -0.137978E-07
  2164   0.825061E+02   0.247436E+01   0.000000E+00  -0.170066E+01   0.104282E-08  -0.247734E-06  -0.140612E-07
  2165   0.821125E+02   0.248702E+01   0.000000E+00  -0.167903E+01   0.104192E-08  -0.243665E-06  -0.143220E-07
  2166   0.817201E+02   0.249986E+01   0.000000E+00  -0.165904E+01   0.104102E-08  -0.239512E-06  -0.145800E-07
  2167   0.813290E+02   0.251286E+01   0.000000E+00  -0.164068E+01   0.104013E-08  -0.235280E-06  -0.148353E-07
  2168   0.809390E+02   0.252601E+01   0.000000E+00  -0.162397E+01   0.103923E-08  -0.230973E-06  -0.150880E-07
  2169   0.805501E+02   0.253930E+01   0.000000E+00  -0.160887E+01   0.103834E-08  -0.226595E-06  -0.153380E-07
  2170   0.801630E+02   0.255273E+01   0.000000E+00  -0.159540E+01   0.103745E-08  -0.222150E-06  -0.155855E-07
  2171   0.797769E+02   0.256626E+01   0.000000E+00  -0.158352E+01   0.103656E-08  -0.217644E-06  -0.158303E-07
  2172   0.793932E+02   0.257992E+01   0.000000E+00  -0.157325E+01   0.103567E-08  -0.213079E-06  -0.160725E-07
  2173   0.790111E+02   0.259366E+01   0.000000E+00  -0.156455E+01   0.103478E-08  -0.208460E-06  -0.163122E-07
  2174   0.786313E+02   0.260750E+01   0.000000E+00  -0.155744E+01   0.103389E-08  -0.203792E-06  -0.165494E-07
  2175   0.782538E+02   0.262140E+01   0.000000E+00  -0.155189E+01   0.103301E-08  -0.199079E-06  -0.167841E-07
  2176   0.778785E+02   0.263537E+01   0.000000E+00  -0.154789E+01   0.103212E-08  -0.194324E-06  -0.170162E-07
  2177   0.775053E+02   0.264939E+01   0.000000E+00  -0.154544E+01   0.103124E-08  -0.189532E-06  -0.172460E-07
  2178   0.771342E+02   0.266345E+01   0.000000E+00  -0.154453E+01   0.103035E-08  -0.184708E-06  -0.174733E-07
  2179   0.767659E+02   0.267754E+01   0.000000E+00  -0.154515E+01   0.102947E-08  -0.179855E-06  -0.176982E-07
  2180   0.764003E+02   0.269164E+01   0.000000E+00  -0.154728E+01   0.102859E-08  -0.174977E-06  -0.179207E-07
  2181   0.760366E+02   0.270574E+01   0.000000E+00  -0.155091E+01   0.102771E-08  -0.170080E-06  -0.181409E-07
  2182   0.756763E+02   0.271984E+01   0.000000E+00  -0.155604E+01   0.102683E-08  -0.165167E-06  -0.183587E-07
  2183   0.753186E+02   0.273392E+01   0.000000E+00  -0.156263E+01   0.102595E-08  -0.160242E-06  -0.185742E-07
  2184   0.749641E+02   0.274798E+01   0.000000E+00  -0.157067E+01   0.102508E-08  -0.155310E-06  -0.187874E-07
  2185   0.746120E+02   0.276200E+01   0.000000E+00  -0.158014E+01   0.102420E-08  -0.150375E-06  -0.189983E-07
  2186   0.742631E+02   0.277598E+01   0.000000E+00  -0.159102E+01   0.102333E-08  -0.145441E-06  -0.192070E-07
  2187   0.739180E+02   0.278990E+01   0.000000E+00  -0.160330E+01   0.102245E-08  -0.140512E-06  -0.194135E-07
  2188   0.735752E+02   0.280375E+01   0.000000E+00  -0.161695E+01   0.102158E-08  -0.135592E-06  -0.196178E-07
  2189   0.732360E+02   0.281753E+01   0.000000E+00  -0.163195E+01   0.102071E-08  -0.130687E-06  -0.198199E-07
  2190   0.729006E+02   0.283124E+01   0.000000E+00  -0.164828E+01   0.101984E-08  -0.125799E-06  -0.200198E-07
  2191   0.725680E+02   0.284484E+01   0.000000E+00  -0.166593E+01   0.101897E-08  -0.120934E-06  -0.202176E-07
  2192   0.722390E+02   0.285834E+01   0.000000E+00  -0.168486E+01   0.101810E-08  -0.116095E-06  -0.204134E-07
  2193   0.719134E+02   0.287173E+01   0.000000E+00  -0.170507E+01   0.101724E-08  -0.111286E-06  -0.206070E-07
  2194   0.715906E+02   0.288499E+01   0.000000E+00  -0.172653E+01   0.101637E-08  -0.106513E-06  -0.207986E-07
  2195   0.712718E+02   0.289812E+01   0.000000E+00  -0.174922E+01   0.101550E-08  -0.101778E-06  -0.209881E-07
  2196   0.709572E+02   0.291111E+01   0.000000E+00  -0.177311E+01   0.101464E-08  -0.970874E-07  -0.211756E-07
  2197   0.706458E+02   0.292395E+01   0.000000E+00  -0.179818E+01   0.101378E-08  -0.924438E-07  -0.213612E-07
  2198   0.703376E+02   0.293664E+01   0.000000E+00  -0.182439E+01   0.101292E-08  -0.878521E-07  -0.215448E-07
  2199   0.700333E+02   0.294917E+01   0.000000E+00  -0.185171E+01   0.101206E-08  -0.833163E-07  -0.217264E-07
  2200   0.697329E+02   0.296153E+01   0.000000E+00  -0.188012E+01   0.101120E-08  -0.788408E-07  -0.219061E-07
  2201   0.694363E+02   0.297372E+01   0.000000E+00  -0.190959E+01   0.101034E-08  -0.744292E-07  -0.220839E-07
  2202   0.691435E+02   0.298572E+01   0.000000E+00  -0.194009E+01   0.100948E-08  -0.700834E-07  -0.222597E-07
  2203   0.688545E+02   0.299753E+01   0.000000E+00  -0.197159E+01   0.100862E-08  -0.658047E-07  -0.224333E-07
  2204   0.685700E+02   0.300913E+01   0.000000E+00  -0.200408E+01   0.100777E-08  -0.615944E-07  -0.226047E-07
  2205   0.682893E+02   0.302052E+01   0.000000E+00  -0.203751E+01   0.100691E-08  -0.574538E-07  -0.227736E-07
  2206   0.680124E+02   0.303169E+01   0.000000E+00  -0.207189E+01   0.100606E-08  -0.533842E-07  -0.229401E-07
  2207   0.677400E+02   0.304261E+01   0.000000E+00  -0.210717E+01   0.100521E-08  -0.493870E-07  -0.231039E-07
  2208   0.674714E+02   0.305329E+01   0.000000E+00  -0.214334E+01   0.100436E-08  -0.454634E-07  -0.232649E-07
  2209   0.672074E+02   0.306371E+01   0.000000E+00  -0.218036E+01   0.100350E-08  -0.416149E-07  -0.234230E-07
  2210   0.669479E+02   0.307386E+01   0.000000E+00  -0.221820E+01   0.100266E-08  -0.378426E-07  -0.235781E-07
  2211   0.666921E+02   0.308375E+01   0.000000E+00  -0.225685E+01   0.100181E-08  -0.341479E-07  -0.237301E-07
  2212   0.664409E+02   0.309336E+01   0.000000E+00  -0.229626E+01   0.100096E-08  -0.305322E-07  -0.238787E-07
  2213   0.661942E+02   0.310266E+01   0.000000E+00  -0.233640E+01   0.100011E-08  -0.269968E-07  -0.240240E-07
  2214   0.659521E+02   0.311169E+01   0.000000E+00  -0.237725E+01   0.999268E-09  -0.235429E-07  -0.241658E-07
  2215   0.657137E+02   0.312041E+01   0.000000E+00  -0.241878E+01   0.998424E-09  -0.201719E-07  -0.243039E-07
  2216   0.654806E+02   0.312881E+01   0.000000E+00  -0.246094E+01   0.997581E-09  -0.168850E-07  -0.244382E-07
  2217   0.652520E+02   0.313691E+01   0.000000E+00  -0.250372E+01   0.996739E-09  -0.136838E-07  -0.245686E-07
  2218   0.650279E+02   0.314468E+01   0.000000E+00  -0.254708E+01   0.995897E-09  -0.105693E-07  -0.246950E-07
  2219   0.648076E+02   0.315213E+01   0.000000E+00  -0.259099E+01   0.995057E-09  -0.754300E-08  -0.248173E-07
  2220   0.645926E+02   0.315925E+01   0.000000E+00  -0.263542E+01   0.994218E-09  -0.460617E-08  -0.249352E-07
  2221   0.643821E+02   0.316604E+01   0.000000E+00  -0.268034E+01   0.993380E-09  -0.176012E-08  -0.250488E-07
  2222   0.641761E+02   0.317248E+01   0.000000E+00  -0.272571E+01   0.992543E-09   0.993827E-09  -0.251578E-07
  2223   0.639754E+02   0.317859E+01   0.000000E+00  -0.277151E+01   0.991707E-09   0.365435E-08  -0.252622E-07
  2224   0.637784E+02   0.318434E+01   0.000000E+00  -0.281771E+01   0.990872E-09   0.622014E-08  -0.253618E-07
  2225   0.635867E+02   0.318973E+01   0.000000E+00  -0.286427E+01   0.990037E-09   0.868987E-08  -0.254565E-07
  2226   0.633988E+02   0.319477E+01   0.000000E+00  -0.291117E+01   0.989204E-09   0.110622E-07  -0.255462E-07
  2227   0.632161E+02   0.319943E+01   0.000000E+00  -0.295837E+01   0.988372E-09   0.133359E-07  -0.256307E-07
  2228   0.630379E+02   0.320373E+01   0.000000E+00  -0.300585E+01   0.987541E-09   0.155096E-07  -0.257099E-07
  2229   0.628636E+02   0.320765E+01   0.000000E+00  -0.305357E+01   0.986711E-09   0.175819E-07  -0.257838E-07
  2230   0.626944E+02   0.321120E+01   0.000000E+00  -0.310150E+01   0.985882E-09   0.195517E-07  -0.258521E-07
  2231   0.625298E+02   0.321436E+01   0.000000E+00  -0.314960E+01   0.985054E-09   0.214174E-07  -0.259147E-07
  2232   0.623696E+02   0.321715E+01   0.000000E+00  -0.319786E+01   0.984226E-09   0.231779E-07  -0.259716E-07
  2233   0.622133E+02   0.321955E+01   0.000000E+00  -0.324624E+01   0.983400E-09   0.248318E-07  -0.260225E-07
  2234   0.620622E+02   0.322157E+01   0.000000E+00  -0.329471E+01   0.982575E-09   0.263778E-07  -0.260674E-07
  2235   0.619148E+02   0.322322E+01   0.000000E+00  -0.334323E+01   0.981751E-09   0.278146E-07  -0.261062E-07
  2236   0.617727E+02   0.322449E+01   0.000000E+00  -0.339176E+01   0.980928E-09   0.291408E-07  -0.261387E-07
  2237   0.616344E+02   0.322538E+01   0.000000E+00  -0.344030E+01   0.980105E-09   0.303552E-07  -0.261647E-07
  2238   0.615005E+02   0.322590E+01   0.000000E+00  -0.348879E+01   0.979284E-09   0.314564E-07  -0.261843E-07
  2239   0.613704E+02   0.322603E+01   0.000000E+00  -0.353722E+01   0.978464E-09   0.324431E-07  -0.261971E-07
  2240   0.612456E+02   0.322579E+01   0.000000E+00  -0.358557E+01   0.977645E-09   0.333140E-07  -0.262032E-07
  2241   0.611237E+02   0.322516E+01   0.000000E+00  -0.363378E+01   0.976826E-09   0.340678E-07  -0.262024E-07
  2242   0.610064E+02   0.322415E+01   0.000000E+00  -0.368185E+01   0.976009E-09   0.347031E-07  -0.261945E-07
  2243   0.608936E+02   0.322276E+01   0.000000E+00  -0.372974E+01   0.975193E-09   0.352187E-07  -0.261795E-07
  2244   0.607845E+02   0.322099E+01   0.000000E+00  -0.377743E+01   0.974377E-09   0.356132E-07  -0.261572E-07
  2245   0.606791E+02   0.321883E+01   0.000000E+00  -0.382488E+01   0.973563E-09   0.358854E-07  -0.261275E-07
  2246   0.605776E+02   0.321629E+01   0.000000E+00  -0.387209E+01   0.972749E-09   0.360338E-07  -0.260902E-07
  2247   0.604797E+02   0.321339E+01   0.000000E+00  -0.391900E+01   0.971937E-09   0.360572E-07  -0.260453E-07
  2248   0.603856E+02   0.321010E+01   0.000000E+00  -0.396560E+01   0.971125E-09   0.359542E-07  -0.259926E-07
  2249   0.602953E+02   0.320645E+01   0.000000E+00  -0.401187E+01   0.970315E-09   0.357236E-07  -0.259320E-07
  2250   0.602087E+02   0.320242E+01   0.000000E+00  -0.405777E+01   0.969505E-09   0.353641E-07  -0.258633E-07
  2251   0.601259E+02   0.319803E+01   0.000000E+00  -0.410328E+01   0.968697E-09   0.348751E-07  -0.257865E-07
  2252   0.600461E+02   0.319326E+01   0.000000E+00  -0.414838E+01   0.967889E-09   0.342603E-07  -0.257017E-07
  2253   0.599694E+02   0.318813E+01   0.000000E+00  -0.419303E+01   0.967082E-09   0.335241E-07  -0.256091E-07
  2254   0.598966E+02   0.318264E+01   0.000000E+00  -0.423721E+01   0.966276E-09   0.326707E-07  -0.255088E-07
  2255   0.598262E+02   0.317676E+01   0.000000E+00  -0.428089E+01   0.965471E-09   0.317047E-07  -0.254011E-07
  2256   0.597597E+02   0.317051E+01   0.000000E+00  -0.432405E+01   0.964667E-09   0.306304E-07  -0.252859E-07
  2257   0.596966E+02   0.316389E+01   0.000000E+00  -0.436664E+01   0.963865E-09   0.294523E-07  -0.251636E-07
  2258   0.596367E+02   0.315689E+01   0.000000E+00  -0.440866E+01   0.963063E-09   0.281747E-07  -0.250343E-07
  2259   0.595794E+02   0.314952E+01   0.000000E+00  -0.445007E+01   0.962262E-09   0.268020E-07  -0.248981E-07
  2260   0.595255E+02   0.314179E+01   0.000000E+00  -0.449085E+01   0.961462E-09   0.253388E-07  -0.247553E-07
  2261   0.594751E+02   0.313368E+01   0.000000E+00  -0.453098E+01   0.960662E-09   0.237893E-07  -0.246059E-07
  2262   0.594274E+02   0.312522E+01   0.000000E+00  -0.457043E+01   0.959864E-09   0.221580E-07  -0.244502E-07
  2263   0.593817E+02   0.311642E+01   0.000000E+00  -0.460918E+01   0.959067E-09   0.204492E-07  -0.242883E-07
  2264   0.593396E+02   0.310726E+01   0.000000E+00  -0.464720E+01   0.958271E-09   0.186674E-07  -0.241204E-07
  2265   0.593003E+02   0.309777E+01   0.000000E+00  -0.468447E+01   0.957475E-09   0.168171E-07  -0.239466E-07
  2266   0.592640E+02   0.308792E+01   0.000000E+00  -0.472100E+01   0.956681E-09   0.149025E-07  -0.237672E-07
  2267   0.592298E+02   0.307775E+01   0.000000E+00  -0.475670E+01   0.955887E-09   0.129281E-07  -0.235822E-07
  2268   0.591979E+02   0.306724E+01   0.000000E+00  -0.479160E+01   0.955095E-09   0.108984E-07  -0.233918E-07
  2269   0.591691E+02   0.305641E+01   0.000000E+00  -0.482564E+01   0.954303E-09   0.881763E-08  -0.231963E-07
  2270   0.591426E+02   0.304525E+01   0.000000E+00  -0.485892E+01   0.953512E-09   0.669031E-08  -0.229957E-07
  2271   0.591184E+02   0.303376E+01   0.000000E+00  -0.489129E+01   0.952723E-09   0.452081E-08  -0.227902E-07
  2272   0.590967E+02   0.302195E+01   0.000000E+00  -0.492277E+01   0.951934E-09   0.231355E-08  -0.225800E-07
  2273   0.590774E+02   0.300983E+01   0.000000E+00  -0.495338E+01   0.951146E-09   0.729223E-10  -0.223654E-07
