#    L    TT             EE             BB             TE             PP             TP             EP          
   500   0.248162E+04   0.117035E+02   0.000000E+00   0.219135E+02   0.123015E-07  -0.254332E-04  -0.330098E-06
   501   0.247402E+04   0.119581E+02   0.000000E+00   0.227738E+02   0.122645E-07  -0.252147E-04  -0.350028E-06
   502   0.246622E+04   0.122183E+02   0.000000E+00   0.235936E+02   0.122277E-07  -0.249972E-04  -0.369734E-06
   503   0.245823E+04   0.124842E+02   0.000000E+00   0.243730E+02   0.121911E-07  -0.247807E-04  -0.389216E-06
   504   0.245006E+04   0.127556E+02   0.000000E+00   0.251118E+02   0.121546E-07  -0.245651E-04  -0.408477E-06
   505   0.244172E+04   0.130322E+02   0.000000E+00   0.258101E+02   0.121183E-07  -0.243504E-04  -0.427516E-06
   506   0.243321E+04   0.133140E+02   0.000000E+00   0.264681E+02   0.120821E-07  -0.241367E-04  -0.446336E-06
   507   0.242453E+04   0.136009E+02   0.000000E+00   0.270856E+02   0.120461E-07  -0.239238E-04  -0.464937E-06
   508   0.241570E+04   0.138927E+02   0.000000E+00   0.276628E+02   0.120103E-07  -0.237119E-04  -0.483321E-06
   509   0.240671E+04   0.141892E+02   0.000000E+00   0.281997E+02   0.119746E-07  -0.235009E-04  -0.501489E-06
   510   0.239759E+04   0.144903E+02   0.000000E+00   0.286961E+02   0.119391E-07  -0.232907E-04  -0.519442E-06
   511   0.238833E+04   0.147958E+02   0.000000E+00   0.291523E+02   0.119038E-07  -0.230815E-04  -0.537181E-06
   512   0.237893E+04   0.151056E+02   0.000000E+00   0.295682E+02   0.118686E-07  -0.228731E-04  -0.554707E-06
   513   0.236941E+04   0.154195E+02   0.000000E+00   0.299439E+02   0.118335E-07  -0.226656E-04  -0.572022E-06
   514   0.235977E+04   0.157373E+02   0.000000E+00   0.302793E+02   0.117987E-07  -0.224589E-04  -0.589127E-06
   515   0.235001E+04   0.160589E+02   0.000000E+00   0.305745E+02   0.117640E-07  -0.222531E-04  -0.606022E-06
   516   0.234014E+04   0.163842E+02   0.000000E+00   0.308294E+02   0.117294E-07  -0.220482E-04  -0.622710E-06
   517   0.233017E+04   0.167128E+02   0.000000E+00   0.310440E+02   0.116950E-07  -0.218441E-04  -0.639191E-06
   518   0.232010E+04   0.170448E+02   0.000000E+00   0.312184E+02   0.116607E-07  -0.216408E-04  -0.655466E-06
   519   0.230994E+04   0.173799E+02   0.000000E+00   0.313524E+02   0.116266E-07  -0.214383E-04  -0.671538E-06
   520   0.229969E+04   0.177179E+02   0.000000E+00   0.314462E+02   0.115927E-07  -0.212366E-04  -0.687406E-06
   521   0.228936E+04   0.180586E+02   0.000000E+00   0.314995E+02   0.115589E-07  -0.210358E-04  -0.703072E-06
   522   0.227895E+04   0.184020E+02   0.000000E+00   0.315125E+02   0.115253E-07  -0.208357E-04  -0.718537E-06
   523   0.226846E+04   0.187478E+02   0.000000E+00   0.314852E+02   0.114918E-07  -0.206364E-04  -0.733803E-06
   524   0.225792E+04   0.190958E+02   0.000000E+00   0.314173E+02   0.114584E-07  -0.204379E-04  -0.748870E-06
   525   0.224733E+04   0.194459E+02   0.000000E+00   0.313090E+02   0.114252E-07  -0.202401E-04  -0.763740E-06
   526   0.223669E+04   0.197978E+02   0.000000E+00   0.311603E+02   0.113922E-07  -0.200432E-04  -0.778414E-06
   527   0.222602E+04   0.201514E+02   0.000000E+00   0.309711E+02   0.113593E-07  -0.198469E-04  -0.792893E-06
   528   0.221532E+04   0.205065E+02   0.000000E+00   0.307413E+02   0.113266E-07  -0.196515E-04  -0.807179E-06
   529   0.220461E+04   0.208628E+02   0.000000E+00   0.304710E+02   0.112940E-07  -0.194567E-04  -0.821272E-06
   530   0.219389E+04   0.212202E+02   0.000000E+00   0.301600E+02   0.112615E-07  -0.192627E-04  -0.835173E-06
   531   0.218316E+04   0.215785E+02   0.000000E+00   0.298083E+02   0.112292E-07  -0.190694E-04  -0.848885E-06
   532   0.217245E+04   0.219375E+02   0.000000E+00   0.294157E+02   0.111970E-07  -0.188768E-04  -0.862407E-06
   533   0.216175E+04   0.222969E+02   0.000000E+00   0.289822E+02   0.111650E-07  -0.186849E-04  -0.875742E-06
   534   0.215107E+04   0.226567E+02   0.000000E+00   0.285077E+02   0.111331E-07  -0.184938E-04  -0.888890E-06
   535   0.214042E+04   0.230165E+02   0.000000E+00   0.279922E+02   0.111014E-07  -0.183033E-04  -0.901853E-06
   536   0.212981E+04   0.233762E+02   0.000000E+00   0.274355E+02   0.110698E-07  -0.181135E-04  -0.914632E-06
   537   0.211926E+04   0.237356E+02   0.000000E+00   0.268375E+02   0.110383E-07  -0.179243E-04  -0.927227E-06
   538   0.210876E+04   0.240944E+02   0.000000E+00   0.261984E+02   0.110070E-07  -0.177358E-04  -0.939641E-06
   539   0.209833E+04   0.244524E+02   0.000000E+00   0.255179E+02   0.109758E-07  -0.175480E-04  -0.951874E-06
   540   0.208797E+04   0.248094E+02   0.000000E+00   0.247960E+02   0.109448E-07  -0.173608E-04  -0.963927E-06
   541   0.207771E+04   0.251652E+02   0.000000E+00   0.240329E+02   0.109139E-07  -0.171743E-04  -0.975802E-06
   542   0.206754E+04   0.255196E+02   0.000000E+00   0.232283E+02   0.108831E-07  -0.169884E-04  -0.987500E-06
   543   0.205748E+04   0.258723E+02   0.000000E+00   0.223823E+02   0.108525E-07  -0.168031E-04  -0.999023E-06
   544   0.204753E+04   0.262231E+02   0.000000E+00   0.214948E+02   0.108220E-07  -0.166185E-04  -0.101037E-05
   545   0.203772E+04   0.265718E+02   0.000000E+00   0.205660E+02   0.107916E-07  -0.164344E-04  -0.102154E-05
   546   0.202804E+04   0.269182E+02   0.000000E+00   0.195957E+02   0.107614E-07  -0.162510E-04  -0.103254E-05
   547   0.201850E+04   0.272620E+02   0.000000E+00   0.185841E+02   0.107313E-07  -0.160681E-04  -0.104338E-05
   548   0.200912E+04   0.276028E+02   0.000000E+00   0.175312E+02   0.107013E-07  -0.158858E-04  -0.105404E-05
   549   0.199991E+04   0.279407E+02   0.000000E+00   0.164369E+02   0.106715E-07  -0.157041E-04  -0.106453E-05
   550   0.199086E+04   0.282752E+02   0.000000E+00   0.153013E+02   0.106418E-07  -0.155229E-04  -0.107485E-05
   551   0.198201E+04   0.286062E+02   0.000000E+00   0.141246E+02   0.106122E-07  -0.153424E-04  -0.108501E-05
   552   0.197334E+04   0.289336E+02   0.000000E+00   0.129073E+02   0.105828E-07  -0.151624E-04  -0.109500E-05
   553   0.196486E+04   0.292572E+02   0.000000E+00   0.116504E+02   0.105535E-07  -0.149829E-04  -0.110482E-05
   554   0.195658E+04   0.295771E+02   0.000000E+00   0.103547E+02   0.105243E-07  -0.148041E-04  -0.111447E-05
   555   0.194848E+04   0.298931E+02   0.000000E+00   0.902102E+01   0.104952E-07  -0.146259E-04  -0.112395E-05
   556   0.194057E+04   0.302053E+02   0.000000E+00   0.765015E+01   0.104663E-07  -0.144483E-04  -0.113325E-05
   557   0.193287E+04   0.305134E+02   0.000000E+00   0.624301E+01   0.104375E-07  -0.142714E-04  -0.114239E-05
   558   0.192535E+04   0.308175E+02   0.000000E+00   0.480041E+01   0.104088E-07  -0.140951E-04  -0.115135E-05
   559   0.191803E+04   0.311174E+02   0.000000E+00   0.332336E+01   0.103802E-07  -0.139196E-04  -0.116013E-05
   560   0.191089E+04   0.314131E+02   0.000000E+00   0.181275E+01   0.103518E-07  -0.137446E-04  -0.116874E-05
   561   0.190396E+04   0.317044E+02   0.000000E+00   0.269454E+00   0.103235E-07  -0.135704E-04  -0.117717E-05
   562   0.189722E+04   0.319914E+02   0.000000E+00  -0.130542E+01   0.102953E-07  -0.133970E-04  -0.118543E-05
   563   0.189068E+04   0.322738E+02   0.000000E+00  -0.291115E+01   0.102672E-07  -0.132242E-04  -0.119350E-05
   564   0.188434E+04   0.325517E+02   0.000000E+00  -0.454671E+01   0.102393E-07  -0.130522E-04  -0.120139E-05
   565   0.187819E+04   0.328249E+02   0.000000E+00  -0.621106E+01   0.102115E-07  -0.128810E-04  -0.120910E-05
   566   0.187225E+04   0.330933E+02   0.000000E+00  -0.790319E+01   0.101838E-07  -0.127105E-04  -0.121663E-05
   567   0.186650E+04   0.333568E+02   0.000000E+00  -0.962220E+01   0.101562E-07  -0.125408E-04  -0.122397E-05
   568   0.186096E+04   0.336154E+02   0.000000E+00  -0.113670E+02   0.101287E-07  -0.123720E-04  -0.123113E-05
   569   0.185562E+04   0.338688E+02   0.000000E+00  -0.131366E+02   0.101014E-07  -0.122039E-04  -0.123810E-05
   570   0.185047E+04   0.341171E+02   0.000000E+00  -0.149299E+02   0.100742E-07  -0.120367E-04  -0.124489E-05
   571   0.184553E+04   0.343600E+02   0.000000E+00  -0.167460E+02   0.100471E-07  -0.118703E-04  -0.125148E-05
   572   0.184081E+04   0.345975E+02   0.000000E+00  -0.185836E+02   0.100201E-07  -0.117048E-04  -0.125789E-05
   573   0.183629E+04   0.348295E+02   0.000000E+00  -0.204418E+02   0.999318E-08  -0.115402E-04  -0.126411E-05
   574   0.183197E+04   0.350559E+02   0.000000E+00  -0.223193E+02   0.996642E-08  -0.113765E-04  -0.127013E-05
   575   0.182789E+04   0.352765E+02   0.000000E+00  -0.242150E+02   0.993977E-08  -0.112136E-04  -0.127596E-05
   576   0.182401E+04   0.354912E+02   0.000000E+00  -0.261277E+02   0.991324E-08  -0.110517E-04  -0.128160E-05
   577   0.182036E+04   0.356999E+02   0.000000E+00  -0.280564E+02   0.988682E-08  -0.108908E-04  -0.128704E-05
   578   0.181693E+04   0.359025E+02   0.000000E+00  -0.299999E+02   0.986051E-08  -0.107308E-04  -0.129229E-05
   579   0.181373E+04   0.360988E+02   0.000000E+00  -0.319570E+02   0.983431E-08  -0.105717E-04  -0.129733E-05
   580   0.181076E+04   0.362888E+02   0.000000E+00  -0.339265E+02   0.980823E-08  -0.104136E-04  -0.130218E-05
   581   0.180802E+04   0.364723E+02   0.000000E+00  -0.359073E+02   0.978226E-08  -0.102565E-04  -0.130683E-05
   582   0.180552E+04   0.366491E+02   0.000000E+00  -0.378982E+02   0.975639E-08  -0.101005E-04  -0.131129E-05
   583   0.180325E+04   0.368191E+02   0.000000E+00  -0.398980E+02   0.973064E-08  -0.994542E-05  -0.131553E-05
   584   0.180122E+04   0.369824E+02   0.000000E+00  -0.419057E+02   0.970499E-08  -0.979141E-05  -0.131958E-05
   585   0.179943E+04   0.371385E+02   0.000000E+00  -0.439198E+02   0.967946E-08  -0.963845E-05  -0.132342E-05
   586   0.179789E+04   0.372875E+02   0.000000E+00  -0.459394E+02   0.965402E-08  -0.948656E-05  -0.132706E-05
   587   0.179659E+04   0.374291E+02   0.000000E+00  -0.479629E+02   0.962870E-08  -0.933575E-05  -0.133049E-05
   588   0.179555E+04   0.375634E+02   0.000000E+00  -0.499891E+02   0.960348E-08  -0.918603E-05  -0.133371E-05
   589   0.179475E+04   0.376900E+02   0.000000E+00  -0.520167E+02   0.957837E-08  -0.903742E-05  -0.133673E-05
   590   0.179421E+04   0.378089E+02   0.000000E+00  -0.540445E+02   0.955337E-08  -0.888994E-05  -0.133954E-05
   591   0.179393E+04   0.379199E+02   0.000000E+00  -0.560710E+02   0.952846E-08  -0.874360E-05  -0.134213E-05
   592   0.179391E+04   0.380229E+02   0.000000E+00  -0.580950E+02   0.950367E-08  -0.859841E-05  -0.134452E-05
   593   0.179415E+04   0.381178E+02   0.000000E+00  -0.601152E+02   0.947897E-08  -0.845439E-05  -0.134669E-05
   594   0.179465E+04   0.382043E+02   0.000000E+00  -0.621300E+02   0.945438E-08  -0.831155E-05  -0.134864E-05
   595   0.179542E+04   0.382824E+02   0.000000E+00  -0.641382E+02   0.942989E-08  -0.816991E-05  -0.135039E-05
   596   0.179647E+04   0.383518E+02   0.000000E+00  -0.661383E+02   0.940550E-08  -0.802948E-05  -0.135191E-05
   597   0.179778E+04   0.384125E+02   0.000000E+00  -0.681289E+02   0.938121E-08  -0.789028E-05  -0.135322E-05
   598   0.179937E+04   0.384642E+02   0.000000E+00  -0.701085E+02   0.935702E-08  -0.775232E-05  -0.135432E-05
   599   0.180123E+04   0.385069E+02   0.000000E+00  -0.720759E+02   0.933292E-08  -0.761561E-05  -0.135519E-05
   600   0.180338E+04   0.385403E+02   0.000000E+00  -0.740294E+02   0.930893E-08  -0.748018E-05  -0.135584E-05
   601   0.180581E+04   0.385644E+02   0.000000E+00  -0.759677E+02   0.928504E-08  -0.734602E-05  -0.135627E-05
   602   0.180850E+04   0.385792E+02   0.000000E+00  -0.778901E+02   0.926124E-08  -0.721315E-05  -0.135648E-05
   603   0.181149E+04   0.385849E+02   0.000000E+00  -0.797962E+02   0.923754E-08  -0.708156E-05  -0.135648E-05
   604   0.181473E+04   0.385815E+02   0.000000E+00  -0.816855E+02   0.921394E-08  -0.695124E-05  -0.135626E-05
   605   0.181824E+04   0.385692E+02   0.000000E+00  -0.835575E+02   0.919043E-08  -0.682221E-05  -0.135582E-05
   606   0.182200E+04   0.385480E+02   0.000000E+00  -0.854117E+02   0.916702E-08  -0.669445E-05  -0.135517E-05
   607   0.182602E+04   0.385183E+02   0.000000E+00  -0.872476E+02   0.914370E-08  -0.656796E-05  -0.135431E-05
   608   0.183029E+04   0.384799E+02   0.000000E+00  -0.890647E+02   0.912048E-08  -0.644275E-05  -0.135324E-05
   609   0.183481E+04   0.384330E+02   0.000000E+00  -0.908624E+02   0.909735E-08  -0.631881E-05  -0.135196E-05
   610   0.183955E+04   0.383778E+02   0.000000E+00  -0.926401E+02   0.907432E-08  -0.619613E-05  -0.135048E-05
   611   0.184454E+04   0.383143E+02   0.000000E+00  -0.943973E+02   0.905137E-08  -0.607472E-05  -0.134879E-05
   612   0.184975E+04   0.382426E+02   0.000000E+00  -0.961335E+02   0.902852E-08  -0.595458E-05  -0.134690E-05
   613   0.185518E+04   0.381628E+02   0.000000E+00  -0.978481E+02   0.900577E-08  -0.583570E-05  -0.134481E-05
   614   0.186085E+04   0.380752E+02   0.000000E+00  -0.995403E+02   0.898310E-08  -0.571808E-05  -0.134252E-05
   615   0.186671E+04   0.379796E+02   0.000000E+00  -0.101209E+03   0.896053E-08  -0.560173E-05  -0.134003E-05
   616   0.187280E+04   0.378764E+02   0.000000E+00  -0.102855E+03   0.893804E-08  -0.548663E-05  -0.133735E-05
   617   0.187909E+04   0.377657E+02   0.000000E+00  -0.104475E+03   0.891565E-08  -0.537278E-05  -0.133447E-05
   618   0.188558E+04   0.376475E+02   0.000000E+00  -0.106071E+03   0.889334E-08  -0.526020E-05  -0.133140E-05
   619   0.189226E+04   0.375219E+02   0.000000E+00  -0.107640E+03   0.887113E-08  -0.514886E-05  -0.132814E-05
   620   0.189913E+04   0.373892E+02   0.000000E+00  -0.109183E+03   0.884900E-08  -0.503878E-05  -0.132470E-05
   621   0.190620E+04   0.372495E+02   0.000000E+00  -0.110698E+03   0.882696E-08  -0.492994E-05  -0.132106E-05
   622   0.191345E+04   0.371027E+02   0.000000E+00  -0.112185E+03   0.880501E-08  -0.482236E-05  -0.131724E-05
   623   0.192086E+04   0.369490E+02   0.000000E+00  -0.113642E+03   0.878315E-08  -0.471602E-05  -0.131324E-05
   624   0.192845E+04   0.367886E+02   0.000000E+00  -0.115070E+03   0.876137E-08  -0.461092E-05  -0.130905E-05
   625   0.193620E+04   0.366216E+02   0.000000E+00  -0.116467E+03   0.873968E-08  -0.450706E-05  -0.130469E-05
   626   0.194411E+04   0.364480E+02   0.000000E+00  -0.117833E+03   0.871807E-08  -0.440445E-05  -0.130015E-05
   627   0.195217E+04   0.362679E+02   0.000000E+00  -0.119166E+03   0.869655E-08  -0.430308E-05  -0.129543E-05
   628   0.196039E+04   0.360815E+02   0.000000E+00  -0.120467E+03   0.867512E-08  -0.420294E-05  -0.129053E-05
   629   0.196874E+04   0.358889E+02   0.000000E+00  -0.121734E+03   0.865377E-08  -0.410404E-05  -0.128547E-05
   630   0.197722E+04   0.356903E+02   0.000000E+00  -0.122966E+03   0.863250E-08  -0.400637E-05  -0.128023E-05
   631   0.198584E+04   0.354856E+02   0.000000E+00  -0.124162E+03   0.861131E-08  -0.390994E-05  -0.127482E-05
   632   0.199458E+04   0.352751E+02   0.000000E+00  -0.125321E+03   0.859021E-08  -0.381473E-05  -0.126925E-05
   633   0.200344E+04   0.350588E+02   0.000000E+00  -0.126444E+03   0.856919E-08  -0.372075E-05  -0.126350E-05
   634   0.201241E+04   0.348369E+02   0.000000E+00  -0.127527E+03   0.854826E-08  -0.362800E-05  -0.125760E-05
   635   0.202148E+04   0.346095E+02   0.000000E+00  -0.128572E+03   0.852740E-08  -0.353648E-05  -0.125153E-05
   636   0.203066E+04   0.343767E+02   0.000000E+00  -0.129576E+03   0.850663E-08  -0.344618E-05  -0.124530E-05
   637   0.203993E+04   0.341386E+02   0.000000E+00  -0.130539E+03   0.848593E-08  -0.335710E-05  -0.123891E-05
   638   0.204929E+04   0.338954E+02   0.000000E+00  -0.131459E+03   0.846531E-08  -0.326924E-05  -0.123236E-05
   639   0.205873E+04   0.336473E+02   0.000000E+00  -0.132337E+03   0.844478E-08  -0.318260E-05  -0.122566E-05
   640   0.206824E+04   0.333942E+02   0.000000E+00  -0.133170E+03   0.842432E-08  -0.309717E-05  -0.121881E-05
   641   0.207782E+04   0.331365E+02   0.000000E+00  -0.133958E+03   0.840394E-08  -0.301296E-05  -0.121180E-05
   642   0.208745E+04   0.328740E+02   0.000000E+00  -0.134699E+03   0.838364E-08  -0.292996E-05  -0.120464E-05
   643   0.209715E+04   0.326071E+02   0.000000E+00  -0.135394E+03   0.836342E-08  -0.284818E-05  -0.119733E-05
   644   0.210689E+04   0.323359E+02   0.000000E+00  -0.136040E+03   0.834327E-08  -0.276760E-05  -0.118987E-05
   645   0.211667E+04   0.320603E+02   0.000000E+00  -0.136636E+03   0.832320E-08  -0.268823E-05  -0.118227E-05
   646   0.212649E+04   0.317805E+02   0.000000E+00  -0.137182E+03   0.830321E-08  -0.261007E-05  -0.117453E-05
   647   0.213633E+04   0.314968E+02   0.000000E+00  -0.137676E+03   0.828329E-08  -0.253311E-05  -0.116664E-05
   648   0.214618E+04   0.312091E+02   0.000000E+00  -0.138118E+03   0.826344E-08  -0.245735E-05  -0.115862E-05
   649   0.215605E+04   0.309178E+02   0.000000E+00  -0.138506E+03   0.824367E-08  -0.238280E-05  -0.115045E-05
   650   0.216593E+04   0.306228E+02   0.000000E+00  -0.138839E+03   0.822398E-08  -0.230944E-05  -0.114215E-05
   651   0.217580E+04   0.303244E+02   0.000000E+00  -0.139116E+03   0.820436E-08  -0.223728E-05  -0.113371E-05
   652   0.218566E+04   0.300228E+02   0.000000E+00  -0.139338E+03   0.818481E-08  -0.216632E-05  -0.112514E-05
   653   0.219552E+04   0.297182E+02   0.000000E+00  -0.139505E+03   0.816533E-08  -0.209653E-05  -0.111644E-05
   654   0.220536E+04   0.294108E+02   0.000000E+00  -0.139617E+03   0.814593E-08  -0.202793E-05  -0.110762E-05
   655   0.221519E+04   0.291005E+02   0.000000E+00  -0.139676E+03   0.812660E-08  -0.196051E-05  -0.109866E-05
   656   0.222500E+04   0.287878E+02   0.000000E+00  -0.139682E+03   0.810734E-08  -0.189425E-05  -0.108958E-05
   657   0.223478E+04   0.284727E+02   0.000000E+00  -0.139636E+03   0.808815E-08  -0.182916E-05  -0.108038E-05
   658   0.224453E+04   0.281554E+02   0.000000E+00  -0.139537E+03   0.806903E-08  -0.176522E-05  -0.107105E-05
   659   0.225426E+04   0.278359E+02   0.000000E+00  -0.139387E+03   0.804998E-08  -0.170244E-05  -0.106161E-05
   660   0.226395E+04   0.275147E+02   0.000000E+00  -0.139186E+03   0.803100E-08  -0.164081E-05  -0.105205E-05
   661   0.227359E+04   0.271916E+02   0.000000E+00  -0.138935E+03   0.801210E-08  -0.158032E-05  -0.104238E-05
   662   0.228319E+04   0.268669E+02   0.000000E+00  -0.138633E+03   0.799326E-08  -0.152096E-05  -0.103260E-05
   663   0.229274E+04   0.265409E+02   0.000000E+00  -0.138283E+03   0.797449E-08  -0.146274E-05  -0.102270E-05
   664   0.230224E+04   0.262136E+02   0.000000E+00  -0.137884E+03   0.795579E-08  -0.140564E-05  -0.101270E-05
   665   0.231169E+04   0.258853E+02   0.000000E+00  -0.137436E+03   0.793716E-08  -0.134966E-05  -0.100259E-05
   666   0.232106E+04   0.255561E+02   0.000000E+00  -0.136941E+03   0.791860E-08  -0.129479E-05  -0.992378E-06
   667   0.233036E+04   0.252263E+02   0.000000E+00  -0.136399E+03   0.790010E-08  -0.124104E-05  -0.982064E-06
   668   0.233960E+04   0.248960E+02   0.000000E+00  -0.135809E+03   0.788168E-08  -0.118838E-05  -0.971650E-06
   669   0.234876E+04   0.245653E+02   0.000000E+00  -0.135174E+03   0.786331E-08  -0.113683E-05  -0.961139E-06
   670   0.235783E+04   0.242345E+02   0.000000E+00  -0.134493E+03   0.784502E-08  -0.108636E-05  -0.950532E-06
   671   0.236682E+04   0.239039E+02   0.000000E+00  -0.133767E+03   0.782679E-08  -0.103698E-05  -0.939832E-06
   672   0.237571E+04   0.235735E+02   0.000000E+00  -0.132996E+03   0.780863E-08  -0.988685E-06  -0.929041E-06
   673   0.238451E+04   0.232437E+02   0.000000E+00  -0.132181E+03   0.779053E-08  -0.941463E-06  -0.918160E-06
   674   0.239319E+04   0.229145E+02   0.000000E+00  -0.131323E+03   0.777250E-08  -0.895311E-06  -0.907192E-06
   675   0.240177E+04   0.225862E+02   0.000000E+00  -0.130421E+03   0.775454E-08  -0.850223E-06  -0.896139E-06
   676   0.241024E+04   0.222590E+02   0.000000E+00  -0.129477E+03   0.773664E-08  -0.806194E-06  -0.885003E-06
   677   0.241858E+04   0.219332E+02   0.000000E+00  -0.128490E+03   0.771880E-08  -0.763217E-06  -0.873786E-06
   678   0.242679E+04   0.216088E+02   0.000000E+00  -0.127462E+03   0.770103E-08  -0.721289E-06  -0.862490E-06
   679   0.243488E+04   0.212861E+02   0.000000E+00  -0.126393E+03   0.768331E-08  -0.680402E-06  -0.851118E-06
   680   0.244282E+04   0.209654E+02   0.000000E+00  -0.125283E+03   0.766567E-08  -0.640552E-06  -0.839670E-06
   681   0.245062E+04   0.206467E+02   0.000000E+00  -0.124132E+03   0.764808E-08  -0.601733E-06  -0.828150E-06
   682   0.245825E+04   0.203303E+02   0.000000E+00  -0.122942E+03   0.763056E-08  -0.563939E-06  -0.816560E-06
   683   0.246574E+04   0.200163E+02   0.000000E+00  -0.121712E+03   0.761310E-08  -0.527165E-06  -0.804901E-06
   684   0.247306E+04   0.197051E+02   0.000000E+00  -0.120443E+03   0.759571E-08  -0.491405E-06  -0.793176E-06
   685   0.248020E+04   0.193970E+02   0.000000E+00  -0.119137E+03   0.757837E-08  -0.456655E-06  -0.781386E-06
   686   0.248717E+04   0.190920E+02   0.000000E+00  -0.117792E+03   0.756109E-08  -0.422907E-06  -0.769534E-06
   687   0.249395E+04   0.187908E+02   0.000000E+00  -0.116410E+03   0.754388E-08  -0.390157E-06  -0.757622E-06
   688   0.250054E+04   0.184932E+02   0.000000E+00  -0.114992E+03   0.752672E-08  -0.358399E-06  -0.745652E-06
   689   0.250693E+04   0.181997E+02   0.000000E+00  -0.113538E+03   0.750963E-08  -0.327628E-06  -0.733626E-06
   690   0.251312E+04   0.179107E+02   0.000000E+00  -0.112047E+03   0.749259E-08  -0.297838E-06  -0.721546E-06
   691   0.251910E+04   0.176262E+02   0.000000E+00  -0.110522E+03   0.747562E-08  -0.269024E-06  -0.709415E-06
   692   0.252486E+04   0.173465E+02   0.000000E+00  -0.108963E+03   0.745870E-08  -0.241179E-06  -0.697233E-06
   693   0.253039E+04   0.170719E+02   0.000000E+00  -0.107371E+03   0.744184E-08  -0.214299E-06  -0.685004E-06
   694   0.253569E+04   0.168027E+02   0.000000E+00  -0.105744E+03   0.742504E-08  -0.188378E-06  -0.672729E-06
   695   0.254075E+04   0.165390E+02   0.000000E+00  -0.104085E+03   0.740830E-08  -0.163410E-06  -0.660411E-06
   696   0.254555E+04   0.162811E+02   0.000000E+00  -0.102394E+03   0.739161E-08  -0.139390E-06  -0.648052E-06
   697   0.255011E+04   0.160293E+02   0.000000E+00  -0.100670E+03   0.737498E-08  -0.116312E-06  -0.635653E-06
   698   0.255439E+04   0.157839E+02   0.000000E+00  -0.989154E+02   0.735841E-08  -0.941713E-07  -0.623216E-06
   699   0.255841E+04   0.155450E+02   0.000000E+00  -0.971299E+02   0.734189E-08  -0.729616E-07  -0.610745E-06
   700   0.256214E+04   0.153131E+02   0.000000E+00  -0.953145E+02   0.732544E-08  -0.526774E-07  -0.598240E-06
   701   0.256558E+04   0.150883E+02   0.000000E+00  -0.934696E+02   0.730903E-08  -0.333135E-07  -0.585705E-06
   702   0.256874E+04   0.148706E+02   0.000000E+00  -0.915961E+02   0.729268E-08  -0.148647E-07  -0.573140E-06
   703   0.257161E+04   0.146600E+02   0.000000E+00  -0.896956E+02   0.727639E-08   0.267394E-08  -0.560548E-06
   704   0.257421E+04   0.144566E+02   0.000000E+00  -0.877674E+02   0.726015E-08   0.193075E-07  -0.547930E-06
   705   0.257652E+04   0.142603E+02   0.000000E+00  -0.858137E+02   0.724397E-08   0.350410E-07  -0.535289E-06
   706   0.257856E+04   0.140710E+02   0.000000E+00  -0.838348E+02   0.722784E-08   0.498794E-07  -0.522625E-06
   707   0.258031E+04   0.138890E+02   0.000000E+00  -0.818320E+02   0.721176E-08   0.638276E-07  -0.509942E-06
   708   0.258179E+04   0.137139E+02   0.000000E+00  -0.798071E+02   0.719574E-08   0.768908E-07  -0.497240E-06
   709   0.258300E+04   0.135461E+02   0.000000E+00  -0.777593E+02   0.717977E-08   0.890739E-07  -0.484522E-06
   710   0.258394E+04   0.133854E+02   0.000000E+00  -0.756910E+02   0.716386E-08   0.100382E-06  -0.471789E-06
   711   0.258461E+04   0.132317E+02   0.000000E+00  -0.736029E+02   0.714800E-08   0.110820E-06  -0.459044E-06
   712   0.258501E+04   0.130852E+02   0.000000E+00  -0.714952E+02   0.713219E-08   0.120393E-06  -0.446287E-06
   713   0.258514E+04   0.129457E+02   0.000000E+00  -0.693695E+02   0.711643E-08   0.129105E-06  -0.433521E-06
   714   0.258500E+04   0.128134E+02   0.000000E+00  -0.672264E+02   0.710073E-08   0.136963E-06  -0.420749E-06
   715   0.258461E+04   0.126882E+02   0.000000E+00  -0.650677E+02   0.708508E-08   0.143971E-06  -0.407970E-06
   716   0.258395E+04   0.125701E+02   0.000000E+00  -0.628941E+02   0.706948E-08   0.150133E-06  -0.395188E-06
   717   0.258302E+04   0.124589E+02   0.000000E+00  -0.607058E+02   0.705393E-08   0.155456E-06  -0.382404E-06
   718   0.258183E+04   0.123549E+02   0.000000E+00  -0.585042E+02   0.703843E-08   0.159943E-06  -0.369620E-06
   719   0.258037E+04   0.122580E+02   0.000000E+00  -0.562902E+02   0.702299E-08   0.163600E-06  -0.356838E-06
   720   0.257866E+04   0.121682E+02   0.000000E+00  -0.540662E+02   0.700760E-08   0.166433E-06  -0.344059E-06
   721   0.257669E+04   0.120857E+02   0.000000E+00  -0.518321E+02   0.699225E-08   0.168445E-06  -0.331286E-06
   722   0.257446E+04   0.120105E+02   0.000000E+00  -0.495896E+02   0.697696E-08   0.169642E-06  -0.318521E-06
   723   0.257198E+04   0.119426E+02   0.000000E+00  -0.473402E+02   0.696172E-08   0.170029E-06  -0.305764E-06
   724   0.256925E+04   0.118820E+02   0.000000E+00  -0.450848E+02   0.694652E-08   0.169611E-06  -0.293018E-06
   725   0.256627E+04   0.118289E+02   0.000000E+00  -0.428241E+02   0.693138E-08   0.168393E-06  -0.280285E-06
